Antibiotic_family	Genefam	Gene	Hit
Beta-lactam	mecA1	mecA1	mecA1_3_Y13094
Beta-lactam	mecA1	mecA1	mecA1_4_AB547236
Beta-lactam	mecA1	mecA1	mecA1_5_AB547234
Beta-lactam	mecA/A2	mecA2	mecA2_1_AM048811
Beta-lactam	mecA/A2	mecA2	mecA2_2_AB546780
Beta-lactam	mecB	mecB	mecB_1_NC_011996
Beta-lactam	mecC/C2	mecC	mecC_1_FR821779
Beta-lactam	mecC/C2	mecC	mecC_2_FR823292
Beta-lactam	mecC/C2	mecC	mecC_3_KR732654
Beta-lactam	mecC/C2	mecC	mecC_4_HG515014
Beta-lactam	mecC/C2	mecC2	mecC2_1_KF955540
Beta-lactam	mecD	mecD	mecD_1_KY013611
Macrolide	mef(A)	mef(A)	mef(A)_1_AJ971089
Macrolide	mef(A)	mef(A)	mef(A)_2_U83667
Macrolide	mef(A)	mef(A)	mef(A)_3_AF227520
Macrolide	mef(A)	mef(A)	mef(A)_4_HG423652
Macrolide	mef(B)	mef(B)	mef(B)_1_FJ196385
Macrolide	mef(C)	mef(C)	mef(C)_1_AB571865
Macrolide	mph(A)	mph(A)	mph(A)_1_D16251
Macrolide	mph(A)	mph(A)	mph(A)_2_U36578
Macrolide	mph(B)	mph(B)	mph(B)_1_D85892
Macrolide	mph(C)	mph(C)	mph(C)_1_AB013298
Macrolide	mph(C)	mph(C)	mph(C)_2_AF167161
Macrolide	mph(C)	mph(C)	mph(C)_3_AM180068
Macrolide	mph(C)	mph(C)	mph(C)_4_AM397632
Macrolide	mph(C)	mph(C)	mph(C)_5_AM180067
Macrolide	mph(D)	mph(D)	mph(D)_1_AB048591
Macrolide	mph(E)	mph(E)	mph(E)_1_DQ839391
Macrolide	mph(E)	mph(E)	mph(E)_2_JF769133
Macrolide	mph(F)	mph(F)	mph(F)_1_AM260957
Macrolide	mph(G)	mph(G)	mph(G)_1_AB571865
Macrolide	mph(I)	mph(I)	mph(I)_1_KX531056
Macrolide	mph(J)	mph(J)	mph(J)_1_KY753883
Macrolide	mph(K)	mph(K)	mph(K)_1_NC_000964
Macrolide	mph(N)	mph(N)	mph(N)_1_KF648874
Macrolide	mre(A)	mre(A)	mre(A)_1_U92073
Macrolide, Streptogramin B	msr(A)	msr(A)	msr(A)_1_X52085
Macrolide, Streptogramin B	msr(A)	msr(A)	msr(A)_2_AB013298
Macrolide, Streptogramin B	msr(C)	msr(C)	msr(C)_1_AY004350
Macrolide, Streptogramin B	msr(C)	msr(C)	msr(C)_2_AF313494
Macrolide, Streptogramin B	msr(D)	msr(D)	msr(D)_2_AF274302
Macrolide, Streptogramin B	msr(D)	msr(D)	msr(D)_3_AF227520
Macrolide, Streptogramin B	msr(E)	msr(E)	msr(E)_1_FR751518
Pseudomonic acid	mupA	mupA	mupA_1_X75439
Pseudomonic acid	mupA	mupA	mupA_2_GU237136
Pseudomonic acid	mupB	mupB	mupB_1_JQ231224
Ionophores	NarA	NarA	NarA_1_MN590304
Ionophores	NarB	NarB	NarB_1_MN590304
Nitroimidazole	nimA	nimA	nimA_1_X71444 
Nitroimidazole	nimB	nimB	nimB_1_X71443 
Nitroimidazole	nimC	nimC	nimC_1_X76948 
Nitroimidazole	nimD	nimD	nimD_1_X76949 
Nitroimidazole	nimE	nimE	nimE_1_AJ244018 
Nitroimidazole	nimE	nimE	nimE_1_AM042593 
Nitroimidazole	nimF	nimF	nimF_1_AJ515145 
Nitroimidazole	nimH	nimH	nimH_1_KX576455 
Nitroimidazole	nimI	nimI	nimI_1_FJ940883 
Nitroimidazole	nimI	nimI	nimI_1_FJ940884 
Nitroimidazole	nimI	nimI	nimI_1_FJ940886 
Nitroimidazole	nimI	nimI	nimI_1_FJ940887 
Nitroimidazole	nimI	nimI	nimI_1_FJ940889 
Nitroimidazole	nimJ	nimJ	nimJ_1_NZ_JH815495 
Aminoglycoside	npmA	npmA	npmA_1_AB261016
Macrolide	ole(B)	ole(B)	ole(B)_1_L36601
Macrolide	ole(C)	ole(C)	ole(C)_1_L06249
Oxazolidinone, Amphenicol	optrA	optrA	optrA_1_KP399637 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_10_KT601170 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_11_KX620934 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_12_KX620936 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_13_KX620939 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_14_KX620941 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_15_KX620942 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_16_AMBD01000029 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_17_ALZI01000051 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_18_ALMH01000001 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_19_ALMN01000021 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_2_KT862781 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_20_ALMZ01000078 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_3_KT862780 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_4_KT862777 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_5_KT862783 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_6_KT862784 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_7_KT862775 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_8_KT862782 
Oxazolidinone, Amphenicol	optrA	optrA	optrA_9_KT892063 
Amphenicol, Quinolone, Folate pathway antagonist	OqxA	OqxA	OqxA_1_EU370913
Amphenicol, Quinolone, Folate pathway antagonist	OqxB	OqxB	OqxB_1_EU370913
Tetracycline	otr(A)	otr(A)	otr(A)_1_X53401
Tetracycline	otr(B)	otr(B)	otr(B)_1_AF079900
Tetracycline	otr(C)	otr(C)	otr(C)_1_AY509111
Beta-lactam	penA	penA	penA_1_AF515059
Amphenicol	pexA	pexA	pexA_1_HM537013 
Beta-lactam	POM-1	POM-1	POM-1_1_GU002295
Amphenicol, Oxazolidinone, Tetracycline	poxtA	poxtA	poxtA_1_MF095097 
Amphenicol, Oxazolidinone, Tetracycline	poxtA-Ef	poxtA-Ef	poxtA-Ef_1_WP094899500.1
Quinolone	qepA	qepA	qepA_1_FJ167861 
Quinolone	qepA1	qepA1	qepA1_1_AB263754 
Quinolone	qepA	qepA2	qepA2_1_EU847537 
Quinolone	qepA	qepA3	qepA3_1_JQ064560 
Quinolone	qepA	qepA4	qepA4_1_KX580704 
Quinolone	qnrA	qnrA1	qnrA1_1_AY070235 
Quinolone	qnrA	qnrA2	qnrA2_1_AY675584 
Quinolone	qnrA	qnrA3	qnrA3_1_DQ058661 
Quinolone	qnrA	qnrA4	qnrA4_1_DQ058662 
Quinolone	qnrA	qnrA5	qnrA5_1_DQ058663 
Quinolone	qnrA	qnrA6	qnrA6_1_DQ151889 
Quinolone	qnrA	qnrA7	qnrA7_1_GQ463707 
Quinolone	qnrA	qnrA8	qnrA8_1_KY554783 
Quinolone	qnrB1 like	qnrB1	qnrB1_1_DQ351241 
Quinolone	qnrB1 like	qnrB10	qnrB10_1_DQ631414 
Quinolone	qnrB1 like	qnrB10	qnrB10_2_HM439644 
Quinolone	qnrB4 like	qnrB11	qnrB11_1_EF653270 
Quinolone	qnrB4 like	qnrB12	qnrB12_2_AM774474 
Quinolone	qnrB1 like	qnrB13	qnrB13_1_EU273755 
Quinolone	qnrB1 like	qnrB14	qnrB14_1_EU273757 
Quinolone	qnrB1 like	qnrB15	qnrB15_1_EU302865 
Quinolone	qnrB1 like	qnrB16	qnrB16_1_EU136183 
Quinolone	qnrB1 like	qnrB17	qnrB17_1_JN173051 
Quinolone	qnrB1 like	qnrB17	qnrB17_2_AM919398 
Quinolone	qnrB1 like	qnrB18	qnrB18_1_AM919399 
Quinolone	qnrB1 like	qnrB19	qnrB19_1_EU432277 
Quinolone	qnrB1 like	qnrB2	qnrB2_1_DQ351242 
Quinolone	qnrB1 like	qnrB20	qnrB20_1_AB379831 
Quinolone	qnrB8 like	qnrB21	qnrB21_1_FJ611948 
Quinolone	qnrB4 like	qnrB22	qnrB22_1_FJ981621 
Quinolone	qnrB1 like	qnrB23	qnrB23_1_FJ981622 
Quinolone	qnrB1 like	qnrB24	qnrB24_1_HM192542 
Quinolone	qnrB8 like	qnrB25	qnrB25_1_HQ172108 
Quinolone	qnrB1 like	qnrB26	qnrB26_1_HQ386846 
Quinolone	qnrB8 like	qnrB27	qnrB27_1_HM439641 
Quinolone	qnrB8 like	qnrB28	qnrB28_1_HM439643 
Quinolone	qnrB1 like	qnrB29	qnrB29_1_HM439649 
Quinolone	qnrB1 like	qnrB3	qnrB3_1_DQ303920 
Quinolone	qnrB1 like	qnrB30	qnrB30_1_HM439650 
Quinolone	qnrB1 like	qnrB31	qnrB31_1_HQ418999 
Quinolone	qnrB1 like	qnrB32	qnrB32_1_JN173054 
Quinolone	qnrB8 like	qnrB33	qnrB33_1_JN173055 
Quinolone	qnrB4 like	qnrB34	qnrB34_1_JN173056 
Quinolone	qnrB8 like	qnrB35	qnrB35_1_JN173057 
Quinolone	qnrB1 like	qnrB36	qnrB36_1_JN173058 
Quinolone	qnrB4 like	qnrB37	qnrB37_1_JN173059 
Quinolone	qnrB8 like	qnrB38	qnrB38_1_JN173060 
Quinolone	qnrB4 like	qnrB39	qnrB39_1_ABWL02000005 
Quinolone	qnrB4 like	qnrB4	qnrB4_1_DQ303921 
Quinolone	qnrB1 like	qnrB40	qnrB40_1_JN166689 
Quinolone	qnrB1 like	qnrB41	qnrB41_1_JN166690 
Quinolone	qnrB1 like	qnrB42	qnrB42_1_JN680743 
Quinolone	qnrB1 like	qnrB43	qnrB43_1_JQ349151 
Quinolone	qnrB1 like	qnrB44	qnrB44_1_JQ349153 
Quinolone	qnrB1 like	qnrB45	qnrB45_1_JQ349152 
Quinolone	qnrB1 like	qnrB46	qnrB46_1_JQ349154 
Quinolone	qnrB1 like	qnrB47	qnrB47_1_JQ349155 
Quinolone	qnrB1 like	qnrB48	qnrB48_1_JQ762640 
Quinolone	qnrB1 like	qnrB49	qnrB49_1_JQ582718 
Quinolone	qnrB1 like	qnrB5	qnrB5_1_DQ303919 
Quinolone	qnrB1 like	qnrB50	qnrB50_1_JX440357 
Quinolone	qnrB1 like	qnrB51	qnrB51_1_JX440358 
Quinolone	qnrB1 like	qnrB52	qnrB52_1_EF488762 
Quinolone	qnrB53	qnrB53	qnrB53_1_HQ704413 
Quinolone	qnrB1 like	qnrB54	qnrB54_1_HE820727 
Quinolone	qnrB4 like	qnrB55	qnrB55_1_KF730650 
Quinolone	qnrB1 like	qnrB56	qnrB56_1_JX259317 
Quinolone	qnrB1 like	qnrB57	qnrB57_1_JX259318 
Quinolone	qnrB1 like	qnrB58	qnrB58_1_JX259319 
Quinolone	qnrB1 like	qnrB59	qnrB59_1_JX259320 
Quinolone	qnrB1 like	qnrB6	qnrB6_1_EF520349 
Quinolone	qnrB1 like	qnrB6	qnrB6_2_EF523819 
Quinolone	qnrB8 like	qnrB60	qnrB60_1_AB734055 
Quinolone	qnrB1 like	qnrB61	qnrB61_1_AB734053 
Quinolone	qnrB1 like	qnrB62	qnrB62_1_JX987101 
Quinolone	qnrB1 like	qnrB64	qnrB64_1_KC580653 
Quinolone	qnrB4 like	qnrB65	qnrB65_1_KC580654 
Quinolone	qnrB1 like	qnrB66	qnrB66_1_KC580655 
Quinolone	qnrB1 like	qnrB67	qnrB67_1_KC580656 
Quinolone	qnrB1 like	qnrB68	qnrB68_1_KC580657 
Quinolone	qnrB4 like	qnrB69	qnrB69_1_KC580658 
Quinolone	qnrB1 like	qnrB7	qnrB7_1_EU043311 
Quinolone	qnrB1 like	qnrB70	qnrB70_1_KC580659 
Quinolone	qnrB1 like	qnrB71	qnrB71_1_KC580660 
Quinolone	qnrB1 like	qnrB72	qnrB72_1_KC741443 
Quinolone	qnrB8 like	qnrB73	qnrB73_1_KF443075 
Quinolone	qnrB1 like	qnrB74	qnrB74_1_KJ415247 
Quinolone	qnrB1 like	qnrB75	qnrB75_1_KP207591 
Quinolone	qnrB1 like	qnrB76	qnrB76_1_KM985469 
Quinolone	qnrB1 like	qnrB77	qnrB77_1_KM985470 
Quinolone	qnrB1 like	qnrB78	qnrB78_1_KM985471 
Quinolone	qnrB8 like	qnrB8	qnrB8_1_EU043312 
Quinolone	qnrB1 like	qnrB80	qnrB80_1_KM985473 
Quinolone	qnrB1 like	qnrB81	qnrB81_1_KX372671 
Quinolone	qnrB1 like	qnrB82	qnrB82_1_KX372672 
Quinolone	qnrB89	qnrB89	qnrB89_1_MT544491
Quinolone	qnrB1 like	qnrB9	qnrB9_1_EF526508 
Quinolone	qnrB1 like	qnrB90	qnrB90_1_MG182074
Quinolone	qnrB1 like	qnrB91	qnrB91_1_AP023150
Quinolone	qnrC	qnrC	qnrC_1_EU917444 
Quinolone	qnrD	qnrD1	qnrD1_1_FJ228229 
Quinolone	qnrD	qnrD2	qnrD2_1_KF055448 
Quinolone	qnrD	qnrD3	qnrD3_1_KX130945 
Quinolone	qnrE1	qnrE1	qnrE1_1_KY073238 
Quinolone	qnrS1 like	qnrS1	qnrS1_1_AB187515 
Quinolone	qnrS1 like	qnrS10	qnrS10_1_JN836269
Quinolone	qnrS1 like	qnrS11	qnrS11_1_JQ269335
Quinolone	qnrS1 like	qnrS12	qnrS12_1_MKQI01000097
Quinolone	qnrS1 like	qnrS13	qnrS13_1_LUYD01000008
Quinolone	qnrS2 like	qnrS2	qnrS2_1_DQ485530 
Quinolone	qnrS1 like	qnrS3	qnrS3_1_EU077611 
Quinolone	qnrS1 like	qnrS4	qnrS4_1_FJ418153 
Quinolone	qnrS1 like	qnrS5	qnrS5_1_HQ631377 
Quinolone	qnrS2 like	qnrS6	qnrS6_1_HQ631376 
Quinolone	qnrS1 like	qnrS7	qnrS7_1_KF730651 
Quinolone	qnrS1 like	qnrS8	qnrS8_1_KF730652 
Quinolone	qnrS1 like	qnrS9	qnrS9_1_KF732714 
Quinolone	qnrVC1 like	qnrVC1	qnrVC1_1_EU436855 
Quinolone	qnrVC1 like	qnrVC3	qnrVC3_1_HM015626 
Quinolone	qnrVC4 like	qnrVC4	qnrVC4_1_GQ891757 
Quinolone	qnrVC4 like	qnrVC5	qnrVC5_1_JN408080 
Quinolone	qnrVC1 like	qnrVC6	qnrVC6_1_KC202804 
Quinolone	qnrVC4 like	qnrVC7	qnrVC7_1_KM555152 
Aminoglycoside	rmtA	rmtA	rmtA_1_AB120321
Aminoglycoside	rmtB	rmtB	rmtB_1_AB103506
Aminoglycoside	rmtB	rmtB2	rmtB2_1_JN968578
Aminoglycoside	rmtC	rmtC	rmtC_1_AB194779
Aminoglycoside	rmtD	rmtD	rmtD_1_DQ914960
Aminoglycoside	rmtD	rmtD2	rmtD2_1_HQ401565
Aminoglycoside	rmtE	rmtE	rmtE_1_GU201947
Aminoglycoside	rmtF	rmtF	rmtF_1_JQ808129
Aminoglycoside	rmtG	rmtG	rmtG_1_JX486113
Aminoglycoside	rmtH	rmtH	rmtH_1_KC544262
Lincosamide, Streptogramin A, Pleuromutilin	sal(A)	sal(A)	sal(A)_1_KC693025
Aminoglycoside	sgm	sgm	sgm_1_M87057
Macrolide	srm(B)	srm(B)	srm(B)_1_X63451
Aminoglycoside	str	str	str_1_X92946
Aminoglycoside	str	str	str_2_FN435330
Aminoglycoside	str	str	str_3_AM932524
Folate pathway antagonist	sul1	sul1	sul1_10_DQ143913 
Folate pathway antagonist	sul1	sul1	sul1_11_DQ914960 
Folate pathway antagonist	sul1	sul1	sul1_14_AJ517791 
Folate pathway antagonist	sul1	sul1	sul1_15_EF667294 
Folate pathway antagonist	sul1	sul1	sul1_17_AM746675 
Folate pathway antagonist	sul1	sul1	sul1_18_AY260546 
Folate pathway antagonist	sul1	sul1	sul1_19_DQ125241 
Folate pathway antagonist	sul1	sul1	sul1_2_U12338 
Folate pathway antagonist	sul1	sul1	sul1_20_JF262165 
Folate pathway antagonist	sul1	sul1	sul1_21_AJ971344 
Folate pathway antagonist	sul1	sul1	sul1_22_AY115475 
Folate pathway antagonist	sul1	sul1	sul1_23_AJ621187 
Folate pathway antagonist	sul1	sul1	sul1_24_EU117158 
Folate pathway antagonist	sul1	sul1	sul1_25_AY878717 
Folate pathway antagonist	sul1	sul1	sul1_26_AY524415 
Folate pathway antagonist	sul1	sul1	sul1_27_GU562437 
Folate pathway antagonist	sul1	sul1	sul1_28_JN790946 
Folate pathway antagonist	sul1	sul1	sul1_29_AJ746361 
Folate pathway antagonist	sul1	sul1	sul1_3_EU855787 
Folate pathway antagonist	sul1	sul1	sul1_30_JF262178 
Folate pathway antagonist	sul1	sul1	sul1_31_AM040449 
Folate pathway antagonist	sul1	sul1	sul1_32_EF592571 
Folate pathway antagonist	sul1	sul1	sul1_33_AJ564903 
Folate pathway antagonist	sul1	sul1	sul1_34_AY047357 
Folate pathway antagonist	sul1	sul1	sul1_35_AB281182 
Folate pathway antagonist	sul1	sul1	sul1_36_X15024 
Folate pathway antagonist	sul1	sul1	sul1_37_AF188331 
Folate pathway antagonist	sul1	sul1	sul1_38_BX248359 
Folate pathway antagonist	sul1	sul1	sul1_39_AY522923 
Folate pathway antagonist	sul1	sul1	sul1_5_EU780013 
Folate pathway antagonist	sul1	sul1	sul1_7_FJ715937 
Folate pathway antagonist	sul1	sul1	sul1_8_JN581942 
Folate pathway antagonist	sul1	sul1	sul1_9_AY963803 
Folate pathway antagonist	sul2	sul2	sul2_1_AF542061 
Folate pathway antagonist	sul2	sul2	sul2_10_AM183225 
Folate pathway antagonist	sul2	sul2	sul2_11_AY232670 
Folate pathway antagonist	sul2	sul2	sul2_12_AF497970 
Folate pathway antagonist	sul2	sul2	sul2_13_AJ289135 
Folate pathway antagonist	sul2	sul2	sul2_14_AJ514834 
Folate pathway antagonist	sul2	sul2	sul2_15_FJ968160 
Folate pathway antagonist	sul2	sul2	sul2_17_U57647 
Folate pathway antagonist	sul2	sul2	sul2_18_AJ830714 
Folate pathway antagonist	sul2	sul2	sul2_19_AJ319822 
Folate pathway antagonist	sul2	sul2	sul2_2_AY034138 
Folate pathway antagonist	sul2	sul2	sul2_20_AJ830710 
Folate pathway antagonist	sul2	sul2	sul2_21_AB366440 
Folate pathway antagonist	sul2	sul2	sul2_3_HQ840942 
Folate pathway antagonist	sul2	sul2	sul2_5_AY524415 
Folate pathway antagonist	sul2	sul2	sul2_6_FN995456 
Folate pathway antagonist	sul2	sul2	sul2_7_HM486907 
Folate pathway antagonist	sul2	sul2	sul2_8_AJ877041 
Folate pathway antagonist	sul2	sul2	sul2_9_FJ197818 
Folate pathway antagonist	sul3	sul3	sul3_2_AJ459418 
Folate pathway antagonist	sul4	sul4	sul4_1_MG649393 
Tetracycline	tcr3	tcr3	tcr3_1_D38215
Tetracycline	tet	tet	tet_1_M74049
Tetracycline	tet(30)	tet(30)	tet(30)_1_AF090987
Tetracycline	tet(31)	tet(31)	tet(31)_1_GQ283908
Tetracycline	tet(31)	tet(31)	tet(31)_2_AJ250203
Tetracycline	tet(32)	tet(32)	tet(32)_1_EU722333
Tetracycline	tet(32)	tet(32)	tet(32)_2_EF626943
Tetracycline	tet(33)	tet(33)	tet(33)_1_AY255627
Tetracycline	tet(33)	tet(33)	tet(33)_2_DQ390458
Tetracycline	tet(34)	tet(34)	tet(34)_1_AB061440
Tetracycline	tet(35)	tet(35)	tet(35)_1_AF353562
Tetracycline	tet(36)	tet(36)	tet(36)_1_AJ514254
Tetracycline	tet(37)	tet(37)	tet(37)_1_AF540889
Tetracycline	tet(39)	tet(39)	tet(39)_1_KT346360
Tetracycline	tet(40)	tet(40)	tet(40)_1_FJ158002
Tetracycline	tet(40)	tet(40)	tet(40)_2_AM419751
Tetracycline	tet(41)	tet(41)	tet(41)_1_AY264780
Tetracycline	tet(42)	tet(42)	tet(42)_1_EU523697
Tetracycline	tet(43)	tet(43)	tet(43)_1_GQ244501
Tetracycline	tet(44)	tet(44)	tet(44)_1_NZ_ABDU01000081
Tetracycline	tet(44)	tet(44)	tet(44)_2_FN594949
Tetracycline	tet(45)	tet(45)	tet(45)_1_JF837331
Tetracycline	tet(47)	tet(47)	tet(47)_1_KR857681
Tetracycline	tet(48)	tet(48)	tet(48)_1_KR857682
Tetracycline	tet(49)	tet(49)	tet(49)_1_KR857683
Tetracycline	tet(50)	tet(50)	tet(50)_1_KR857684
Tetracycline	tet(51)	tet(51)	tet(51)_1_KR857685
Tetracycline	tet(52)	tet(52)	tet(52)_1_KR857686
Tetracycline	tet(53)	tet(53)	tet(53)_1_KR857687
Tetracycline	tet(54)	tet(54)	tet(54)_1_KR857688
Tetracycline	tet(55)	tet(55)	tet(55)_1_KR857689
Tetracycline	tet(57)	tet(57)	tet(57)_1_KP137702
Tetracycline	tet(59)	tet(59)	tet(59)_1_KU736878
Tetracycline	tet(A)	tet(A)	tet(A)_1_AJ313332
Tetracycline	tet(A)	tet(A)	tet(A)_2_X00006
Tetracycline	tet(A)	tet(A)	tet(A)_3_AY196695
Tetracycline	tet(A)	tet(A)	tet(A)_4_AJ517790
Tetracycline	tet(A)	tet(A)	tet(A)_5_AJ419171
Tetracycline	tet(A)	tet(A)	tet(A)_6_AF534183
Tetracycline	tet(B)	tet(B)	tet(B)_1_AP000342
Tetracycline	tet(B)	tet(B)	tet(B)_2_AF326777
Tetracycline	tet(B)	tet(B)	tet(B)_3_AJ277653
Tetracycline	tet(C)	tet(C)	tet(C)_1_NC_003123
Tetracycline	tet(C)	tet(C)	tet(C)_2_AY046276
Tetracycline	tet(C)	tet(C)	tet(C)_3_AF055345
Tetracycline	tet(D)	tet(D)	tet(D)_1_AF467077
Tetracycline	tet(D)	tet(D)	tet(D)_2_X65876
Tetracycline	tet(E)	tet(E)	tet(E)_1_Y19116
Tetracycline	tet(E)	tet(E)	tet(E)_2_L06940
Tetracycline	tet(E)	tet(E)	tet(E)_3_CP000645
Tetracycline	tet(G)	tet(G)	tet(G)_1_AF133139
Tetracycline	tet(G)	tet(G)	tet(G)_2_AF133140
Tetracycline	tet(G)	tet(G)	tet(G)_3_S52437
Tetracycline	tet(H)	tet(H)	tet(H)_1_Y16103
Tetracycline	tet(H)	tet(H)	tet(H)_2_AJ245947
Tetracycline	tet(H)	tet(H)	tet(H)_3_Y15510
Tetracycline	tet(H)	tet(H)	tet(H)_4_U00792
Tetracycline	tet(J)	tet(J)	tet(J)_1_ACLE01000065
Tetracycline	tet(J)	tet(J)	tet(J)_2_AF038993
Tetracycline	tet(K)	tet(K)	tet(K)_1_U38656
Tetracycline	tet(K)	tet(K)	tet(K)_2_J01764
Tetracycline	tet(L)	tet(L)	tet(L)_1_HM235948
Tetracycline	tet(L)	tet(L)	tet(L)_2_M29725
Tetracycline	tet(L)	tet(L)	tet(L)_3_M11036
Tetracycline	tet(L)	tet(L)	tet(L)_4_D00006
Tetracycline	tet(L)	tet(L)	tet(L)_5_X08034
Tetracycline	tet(L)	tet(L)	tet(L)_6_D12567
Tetracycline	tet(L)	tet(L)	tet(L)_7_X60828
Tetracycline	tet(L)	tet(L)	tet(L)_8_AY081910
Tetracycline	tet(M)	tet(M)	tet(M)_1_X92947
Tetracycline	tet(M)	tet(M)	tet(M)_10_EU182585
Tetracycline	tet(M)	tet(M)	tet(M)_11_JN846696
Tetracycline	tet(M)	tet(M)	tet(M)_12_FR671418
Tetracycline	tet(M)	tet(M)	tet(M)_13_AM990992
Tetracycline	tet(M)	tet(M)	tet(M)_2_X90939
Tetracycline	tet(M)	tet(M)	tet(M)_3_U08812
Tetracycline	tet(M)	tet(M)	tet(M)_4_X75073
Tetracycline	tet(M)	tet(M)	tet(M)_5_U58985
Tetracycline	tet(M)	tet(M)	tet(M)_6_M21136
Tetracycline	tet(M)	tet(M)	tet(M)_7_FN433596
Tetracycline	tet(M)	tet(M)	tet(M)_8_X04388
Tetracycline	tet(M)	tet(M)	tet(M)_9_X56353
Tetracycline	tet(O)	tet(O)	tet(O)_1_M18896
Tetracycline	tet(O)	tet(O)	tet(O)_2_M20925
Tetracycline	tet(O)	tet(O)	tet(O)_3_Y07780
Tetracycline	tet(O/32/O)	tet(O/32/O)	tet(O/32/O)_1_JQ740052
Tetracycline	tet(O/32/O)	tet(O/32/O)	tet(O/32/O)_2_AJ295238
Tetracycline	tet(O)	tet(O/32/O)	tet(O/32/O)_3_NZ_AUJS01000017
Tetracycline	tet(O)	tet(O/32/O)	tet(O/32/O)_4_AIOQ01000025
Tetracycline	tet(O)	tet(O/32/O)	tet(O/32/O)_5_FP929050
Tetracycline	tet(O/32/O)	tet(O/32/O)	tet(O/32/O)_6_NG_048124
Tetracycline	tet(W)	tet(O/W)	tet(O/W)_1_AM889118
Tetracycline	tet(W)	tet(O/W)	tet(O/W)_2_AM889119
Tetracycline	tet(W)	tet(O/W)	tet(O/W)_3_AM889120
Tetracycline	tet(W)	tet(O/W)	tet(O/W)_4_AM889121
Tetracycline	tet(W)	tet(O/W)	tet(O/W)_5_AM889122
Tetracycline	tet(W)	tet(O/W)-1	tet(O/W)-1_1_AY485126
Tetracycline	tet(W)	tet(O/W)-2	tet(O/W)-2_1_AY485122
Tetracycline	tet(O/W/32/O)	tet(O/W/32/O)	tet(O/W/32/O)_1_EF065523
Tetracycline	tet(O/W/32/O)	tet(O/W/32/O)	tet(O/W/32/O)_2_FM164392
Tetracycline	tet(O/W/32/O)	tet(O/W/32/O)	tet(O/W/32/O)_5_JQ740053
Tetracycline	tet(W/32/O)	tet(O/W/32/O/W/O)	tet(O/W/32/O/W/O)_1_DQ525023
Tetracycline	tet(W/32/O)	tet(O/W/32/O/W/O)	tet(O/W/32/O/W/O)_2_DQ679926
Tetracycline	tet(O/W/32/O)	tet(O/W/O)-1	tet(O/W/O)-1_1_AY196921
Tetracycline	tet(W)	tet(O/W/O)-2	tet(O/W/O)-2_1_AY196920
Tetracycline	tet(W)	tet(O/W/O)-3	tet(O/W/O)-3_1_EF065524
Tetracycline	tet(Q)	tet(Q)	tet(Q)_1_L33696
Tetracycline	tet(Q)	tet(Q)	tet(Q)_2_X58717
Tetracycline	tet(Q)	tet(Q)	tet(Q)_3_U73497
Tetracycline	tet(Q)	tet(Q)	tet(Q)_4_Z21523
Tetracycline	tet(S)	tet(S)	tet(S)_1_DQ377340
Tetracycline	tet(S)	tet(S)	tet(S)_2_L09756
Tetracycline	tet(S)	tet(S)	tet(S)_3_X92946
Tetracycline	tet(M)	tet(S/M)	tet(S/M)_1_HM367711
Tetracycline	tet(S)	tet(S/M)	tet(S/M)_2_AY534326
Tetracycline	tet(T)	tet(T)	tet(T)_1_L42544
Tetracycline	tet(T)	tet(T)	tet(T)_2_AY660530
Tetracycline	tet(V)	tet(V)	tet(V)_1_AF030344
Tetracycline	tet(W)	tet(W)	tet(W)_1_DQ060146
Tetracycline	tet(W)	tet(W)	tet(W)_2_AY049983
Tetracycline	tet(W)	tet(W)	tet(W)_3_AJ427421
Tetracycline	tet(W)	tet(W)	tet(W)_4_FN396364
Tetracycline	tet(W)	tet(W)	tet(W)_5_AJ427422
Tetracycline	tet(W/32/O)	tet(W/32/O)	tet(W/32/O)_1_AM710601
Tetracycline	tet(W/32/O)	tet(W/32/O)	tet(W/32/O)_2_AM710602
Tetracycline	tet(W/32/O)	tet(W/32/O)	tet(W/32/O)_3_AM710603
Tetracycline	tet(W/32/O)	tet(W/32/O)	tet(W/32/O)_4_AM710605
Tetracycline	tet(X) like	tet(X)	tet(X)_1_GU014535
Tetracycline	tet(X) like	tet(X)	tet(X)_2_M37699
Tetracycline	tet(X6) like	tet(X)	tet(X)_3_AB097942
Tetracycline	tet(X3)	tet(X3)	tet(X3)_1_MK134375
