Antibiotic_family	Genefam	Gene	Hit
Beta-lactam	blaCARB-17 like	blaCARB-30	blaCARB-30_1_NG_048734
Beta-lactam	blaCARB-17 like	blaCARB-31	blaCARB-31_1_NG_048735
Beta-lactam	blaCARB-17 like	blaCARB-32	blaCARB-32_1_NG_048736
Beta-lactam	blaCARB-17 like	blaCARB-33	blaCARB-33_1_BK008903
Beta-lactam	blaCARB-17 like	blaCARB-34	blaCARB-34_1_NG_048738
Beta-lactam	blaCARB-17 like	blaCARB-35	blaCARB-35_1_BK008900
Beta-lactam	blaCARB-17 like	blaCARB-36	blaCARB-36_1_LHBD01000022
Beta-lactam	blaCARB-17 like	blaCARB-38	blaCARB-38_1_BK008898
Beta-lactam	blaCARB-4	blaCARB-4	blaCARB-4_1_U14749
Beta-lactam	blaCARB-17 like	blaCARB-40	blaCARB-40_1_BK008889
Beta-lactam	blaCARB-17 like	blaCARB-41	blaCARB-41_1_BK008890
Beta-lactam	blaCARB-42	blaCARB-42	blaCARB-42_1_NG_048745
Beta-lactam	blaCARB-17 like	blaCARB-43	blaCARB-43_1_NG_048746
Beta-lactam	blaCARB-17 like	blaCARB-44	blaCARB-44_1_JTGS01000066
Beta-lactam	blaCARB-17 like	blaCARB-45	blaCARB-45_1_JTGR01000061
Beta-lactam	blaCARB-17 like	blaCARB-46	blaCARB-46_1_NG_048749
Beta-lactam	blaCARB-17 like	blaCARB-47	blaCARB-47_1_NG050564
Beta-lactam	blaCARB-17 like	blaCARB-48	blaCARB-48_1_NG050604
Beta-lactam	blaCARB-5 like	blaCARB-49	blaCARB-49_1_KX599396
Beta-lactam	blaCARB-5 like	blaCARB-5	blaCARB-5_1_AF135373
Beta-lactam	blaCARB-1 like	blaCARB-50	blaCARB-50_1_NG_052478
Beta-lactam	blaCARB-1 like	blaCARB-6	blaCARB-6_1_AF030945
Beta-lactam	blaCARB-7/9	blaCARB-7	blaCARB-7_1_AF409092
Beta-lactam	blaCARB-5 like	blaCARB-8	blaCARB-8_1_AY178993
Beta-lactam	blaCARB-7/9	blaCARB-9	blaCARB-9_1_AY248038
Beta-lactam	cphA like	blaCEPH-A3	blaCEPH-A3_1_AY112998
Beta-lactam	blaCFE-1 like	blaCFE-1	blaCFE-1_1_AB107899
Beta-lactam	blaCGB-1	blaCGB-1	blaCGB-1_1_EF672680
Beta-lactam	blaMAL/CKO	blaCKO-1	blaCKO-1_1_AF477396
Beta-lactam	blaCME-1	blaCME-1	blaCME-1_1_AJ006275
Beta-lactam	blaACT-1 like	blaCMG	blaCMG_1_AY265892
Beta-lactam	blaCMH-3	blaCMH-3	blaCMH-3_1_KX192165
Beta-lactam	blaCMY-1 like	blaCMY-1	blaCMY-1_1_X92508
Beta-lactam	blaCMY-1 like	blaCMY-10	blaCMY-10_1_AF381615
Beta-lactam	blaCFE-1 like	blaCMY-100	blaCMY-100_1_KF526113
Beta-lactam	blaCMY-2 like	blaCMY-101	blaCMY-101_1_KF526114
Beta-lactam	blaCMY-2 like	blaCMY-102	blaCMY-102_1_KF526115
Beta-lactam	blaCMY-2 like	blaCMY-103	blaCMY-103_1_KF526116
Beta-lactam	blaCMY-2 like	blaCMY-104	blaCMY-104_1_KF150216
Beta-lactam	blaCMY-2 like	blaCMY-105	blaCMY-105_1_KJ207205
Beta-lactam	blaCMY-2 like	blaCMY-106	blaCMY-106_1_KM983294
Beta-lactam	blaCMY-2 like	blaCMY-107	blaCMY-107_1_GQ162215
Beta-lactam	blaCMY-2 like	blaCMY-108	blaCMY-108_1_KF564648
Beta-lactam	blaCMY-2 like	blaCMY-109	blaCMY-109_1_AJ746169
Beta-lactam	blaCMY-1 like	blaCMY-11	blaCMY-11_1_AF357599
Beta-lactam	blaCMY-2 like	blaCMY-110	blaCMY-110_1_AB872957
Beta-lactam	blaCMY-2 like	blaCMY-111	blaCMY-111_1_KJ155695
Beta-lactam	blaCMY-2 like	blaCMY-112	blaCMY-112_1_KM087837
Beta-lactam	blaCMY-2 like	blaCMY-113	blaCMY-113_1_KM087836
Beta-lactam	blaCMY-2 like	blaCMY-114	blaCMY-114_1_KM087846
Beta-lactam	blaCMY-2 like	blaCMY-115	blaCMY-115_1_KM087839
Beta-lactam	blaCMY-2 like	blaCMY-116	blaCMY-116_1_KM087840
Beta-lactam	blaCMY-2 like	blaCMY-117	blaCMY-117_1_KM087844
Beta-lactam	blaCMY-2 like	blaCMY-118	blaCMY-118_1_KM087838
Beta-lactam	blaCMY-2 like	blaCMY-119	blaCMY-119_1_KM087845
Beta-lactam	blaCMY-2 like	blaCMY-12	blaCMY-12_1_Y16785
Beta-lactam	blaCMY-2 like	blaCMY-121	blaCMY-121_1_KM507172
Beta-lactam	blaCMY-2 like	blaCMY-122	blaCMY-122_1_KM985460
Beta-lactam	blaCMY-2 like	blaCMY-124	blaCMY-124_1_KM985462
Beta-lactam	blaCMY-2 like	blaCMY-125	blaCMY-125_1_KM985463
Beta-lactam	blaCMY-2 like	blaCMY-127	blaCMY-127_1_KM985465
Beta-lactam	blaCMY-2 like	blaCMY-128	blaCMY-128_1_KM985466
Beta-lactam	blaCMY-2 like	blaCMY-129	blaCMY-129_1_KM985467
Beta-lactam	blaCMY-2 like	blaCMY-13	blaCMY-13_1_AY339625
Beta-lactam	blaCMY-2 like	blaCMY-130	blaCMY-130_1_KP207589
Beta-lactam	blaCMY-2 like	blaCMY-131	blaCMY-131_1_KP281294
Beta-lactam	blaCMY-2 like	blaCMY-132	blaCMY-132_1_KP862820
Beta-lactam	blaCMY-2 like	blaCMY-133	blaCMY-133_1_KP862819
Beta-lactam	blaCMY-2 like	blaCMY-134	blaCMY-134_1_KP860987
Beta-lactam	blaCMY-2 like	blaCMY-135	blaCMY-135_1_KP981366
Beta-lactam	blaCMY-2 like	blaCMY-138	blaCMY-138_1_KT997883
Beta-lactam	blaCMY-2 like	blaCMY-139	blaCMY-139_1_KU641016
Beta-lactam	blaCMY-2 like	blaCMY-14	blaCMY-14_1_AJ555825
Beta-lactam	blaCMY-2 like	blaCMY-140	blaCMY-140_1_KX354367
Beta-lactam	blaCMY-2 like	blaCMY-141	blaCMY-141_1_KX537750
Beta-lactam	blaCMY-2 like	blaCMY-142	blaCMY-142_1_KX881969
Beta-lactam	blaCMY-2 like	blaCMY-143	blaCMY-143_1_KY009534
Beta-lactam	blaCMY-2 like	blaCMY-144	blaCMY-144_1_KY066478
Beta-lactam	blaCMY-2 like	blaCMY-145	blaCMY-145_1_KX470426
Beta-lactam	blaCMY-2 like	blaCMY-146	blaCMY-146_1_KX034085
Beta-lactam	blaCMY-2 like	blaCMY-147	blaCMY-147_1_KY563765
Beta-lactam	blaCMY-2 like	blaCMY-148	blaCMY-148_1_KY624573
Beta-lactam	blaCMY-2 like	blaCMY-149	blaCMY-149_1_KY624574
Beta-lactam	blaCMY-2 like	blaCMY-15	blaCMY-15_1_AJ555823
Beta-lactam	blaCMY-2 like	blaCMY-150	blaCMY-150_1_QCWX01000028
Beta-lactam	blaCMY-2 like	blaCMY-151	blaCMY-151_1_KY780116
Beta-lactam	blaCMY-2 like	blaCMY-152	blaCMY-152_1_KY978224
Beta-lactam	blaCMY-2 like	blaCMY-153	blaCMY-153_1_MF042206
Beta-lactam	blaCMY-2 like	blaCMY-154	blaCMY-154_1_MF196231
Beta-lactam	blaCMY-2 like	blaCMY-155	blaCMY-155_1_KR261698
Beta-lactam	blaCMY-2 like	blaCMY-156	blaCMY-156_1_MF770636
Beta-lactam	blaCMY-2 like	blaCMY-16	blaCMY-16_1_AJ781421
Beta-lactam	blaCMY-2 like	blaCMY-17	blaCMY-17_1_AY513266
Beta-lactam	blaCMY-2 like	blaCMY-18	blaCMY-18_1_AY743434
Beta-lactam	blaCMY-1 like	blaCMY-19	blaCMY-19_1_AB194410
Beta-lactam	blaCMY-2 like	blaCMY-2	blaCMY-2_1_X91840
Beta-lactam	blaCMY-2 like	blaCMY-20	blaCMY-20_1_AY960293
Beta-lactam	blaCMY-2 like	blaCMY-21	blaCMY-21_1_DQ139328
Beta-lactam	blaCMY-2 like	blaCMY-22	blaCMY-22_1_DQ256079
Beta-lactam	blaCMY-2 like	blaCMY-23	blaCMY-23_1_DQ438952
Beta-lactam	blaCMY-2 like	blaCMY-24	blaCMY-24_1_EF415650
Beta-lactam	blaCMY-2 like	blaCMY-25	blaCMY-25_1_EU515249
Beta-lactam	blaCMY-2 like	blaCMY-26	blaCMY-26_1_AB300358
Beta-lactam	blaCMY-2 like	blaCMY-27	blaCMY-27_1_EU515250
Beta-lactam	blaCMY-2 like	blaCMY-28	blaCMY-28_1_EF561644
Beta-lactam	blaCMY-2 like	blaCMY-29	blaCMY-29_1_EF685371
Beta-lactam	blaCMY-2 like	blaCMY-2b	blaCMY-2b_1_U77414
Beta-lactam	blaCMY-2 like	blaCMY-30	blaCMY-30_1_LMYO01000054
Beta-lactam	blaCMY-2 like	blaCMY-31	blaCMY-31_1_EF622224
Beta-lactam	blaCMY-2 like	blaCMY-32	blaCMY-32_1_EU496815
Beta-lactam	blaCMY-2 like	blaCMY-33	blaCMY-33_1_EU496816
Beta-lactam	blaCMY-2 like	blaCMY-34	blaCMY-34_1_EF394370
Beta-lactam	blaCMY-2 like	blaCMY-35	blaCMY-35_1_EF394371
Beta-lactam	blaCMY-2 like	blaCMY-36	blaCMY-36_1_EU331426
Beta-lactam	blaCMY-2 like	blaCMY-37	blaCMY-37_1_AB280919
Beta-lactam	blaCMY-2 like	blaCMY-38	blaCMY-38_1_AM931008
Beta-lactam	blaCMY-2 like	blaCMY-39	blaCMY-39_1_AB372224
Beta-lactam	blaCMY-2 like	blaCMY-4	blaCMY-4_1_LNHZ01000079
Beta-lactam	blaCMY-2 like	blaCMY-40	blaCMY-40_1_EU515251
Beta-lactam	blaCMY-2 like	blaCMY-41	blaCMY-41_1_AB429270
Beta-lactam	blaCMY-2 like	blaCMY-42	blaCMY-42_1_HM146927
Beta-lactam	blaCMY-2 like	blaCMY-43	blaCMY-43_1_FJ360626
Beta-lactam	blaCMY-2 like	blaCMY-44	blaCMY-44_1_FJ437066
Beta-lactam	blaCMY-2 like	blaCMY-45	blaCMY-45_1_FN546177
Beta-lactam	blaCMY-2 like	blaCMY-46	blaCMY-46_1_FN556186
Beta-lactam	blaCMY-2 like	blaCMY-47	blaCMY-47_1_HM046998
Beta-lactam	blaCMY-2 like	blaCMY-48	blaCMY-48_1_HM569226
Beta-lactam	blaCMY-2 like	blaCMY-49	blaCMY-49_1_GQ402541
Beta-lactam	blaCMY-2 like	blaCMY-5	blaCMY-5_1_Y17716
Beta-lactam	blaCMY-2 like	blaCMY-50	blaCMY-50_1_FN645444
Beta-lactam	blaCMY-2 like	blaCMY-51	blaCMY-51_1_JQ733571
Beta-lactam	blaCMY-2 like	blaCMY-53	blaCMY-53_1_HQ336940
Beta-lactam	blaCMY-2 like	blaCMY-54	blaCMY-54_1_HM544039
Beta-lactam	blaCMY-2 like	blaCMY-55	blaCMY-55_1_HM544040
Beta-lactam	blaCMY-2 like	blaCMY-56	blaCMY-56_1_HQ322613
Beta-lactam	blaCMY-2 like	blaCMY-57	blaCMY-57_1_HQ285243
Beta-lactam	blaCMY-2 like	blaCMY-58	blaCMY-58_1_HQ185697
Beta-lactam	blaCMY-2 like	blaCMY-59	blaCMY-59_1_NG_048854
Beta-lactam	blaCMY-2 like	blaCMY-6	blaCMY-6_1_AJ011293
Beta-lactam	blaCMY-2 like	blaCMY-60	blaCMY-60_1_JF460794
Beta-lactam	blaCMY-2 like	blaCMY-61	blaCMY-61_1_JF460795
Beta-lactam	blaCMY-2 like	blaCMY-62	blaCMY-62_1_JF460796
Beta-lactam	blaCMY-2 like	blaCMY-63	blaCMY-63_1_HQ650104
Beta-lactam	blaCMY-2 like	blaCMY-64	blaCMY-64_1_HQ832678
Beta-lactam	blaCMY-2 like	blaCMY-65	blaCMY-65_1_JF780936
Beta-lactam	blaCMY-2 like	blaCMY-66	blaCMY-66_1_JN714478
Beta-lactam	blaCMY-2 like	blaCMY-67	blaCMY-67_1_JQ711185
Beta-lactam	blaCMY-2 like	blaCMY-68	blaCMY-68_1_JN714480
Beta-lactam	blaCMY-2 like	blaCMY-69	blaCMY-69_1_JX049132
Beta-lactam	blaCMY-2 like	blaCMY-7	blaCMY-7_1_DQ173300
Beta-lactam	blaCMY-2 like	blaCMY-70	blaCMY-70_1_JX440350
Beta-lactam	blaCMY-2 like	blaCMY-71	blaCMY-71_1_JQ711184
Beta-lactam	blaCMY-2 like	blaCMY-72	blaCMY-72_1_JX440352
Beta-lactam	blaCMY-2 like	blaCMY-73	blaCMY-73_1_GQ351345
Beta-lactam	blaCMY-2 like	blaCMY-74	blaCMY-74_1_JX440349
Beta-lactam	blaCMY-2 like	blaCMY-75	blaCMY-75_1_JQ733572
Beta-lactam	blaCMY-2 like	blaCMY-76	blaCMY-76_1_JQ733573
Beta-lactam	blaCMY-2 like	blaCMY-77	blaCMY-77_1_JX440353
Beta-lactam	blaCMY-2 like	blaCMY-78	blaCMY-78_1_JQ733575
Beta-lactam	blaCMY-2 like	blaCMY-79	blaCMY-79_1_JQ733576
Beta-lactam	blaCMY-1 like	blaCMY-8	blaCMY-8_1_AB201268
Beta-lactam	blaCMY-2 like	blaCMY-80	blaCMY-80_1_JQ733577
Beta-lactam	blaCMY-2 like	blaCMY-81	blaCMY-81_1_JQ733578
Beta-lactam	blaCMY-2 like	blaCMY-82	blaCMY-82_1_KJ207203
Beta-lactam	blaCMY-2 like	blaCMY-83	blaCMY-83_1_JX440351
Beta-lactam	blaCMY-2 like	blaCMY-84	blaCMY-84_1_JQ733579
Beta-lactam	blaCMY-2 like	blaCMY-85	blaCMY-85_1_KJ207202
Beta-lactam	blaCMY-2 like	blaCMY-86	blaCMY-86_1_KJ207204
Beta-lactam	blaCMY-2 like	blaCMY-87	blaCMY-87_1_AB699171
Beta-lactam	blaCMY-2 like	blaCMY-89	blaCMY-89_1_HE819403
Beta-lactam	blaCMY-1 like	blaCMY-8b	blaCMY-8b_1_DQ094251
Beta-lactam	blaCMY-1 like	blaCMY-9	blaCMY-9_1_AB061794
Beta-lactam	blaCMY-2 like	blaCMY-90	blaCMY-90_1_HE819404
Beta-lactam	blaCFE-1 like	blaCMY-93	blaCMY-93_1_KF992025
Beta-lactam	blaCMY-2 like	blaCMY-94	blaCMY-94_1_JX514368
Beta-lactam	blaCMY-2 like	blaCMY-95	blaCMY-95_1_JX514369
Beta-lactam	blaCMY-2 like	blaCMY-96	blaCMY-96_1_KC007362
Beta-lactam	blaCMY-2 like	blaCMY-97	blaCMY-97_1_KC007363
Beta-lactam	blaCMY-98	blaCMY-98	blaCMY-98_1_KC603538
Beta-lactam	blaCMY-2 like	blaCMY-99	blaCMY-99_1_KF305673
Beta-lactam	blaCTX-M-1 like	blaCTX-M-1	blaCTX-M-1_1_DQ915955
Beta-lactam	blaCTX-M-1 like	blaCTX-M-10	blaCTX-M-10_1_AY598759
Beta-lactam	blaCTX-M-26 like	blaCTX-M-100	blaCTX-M-100_1_FR682582
Beta-lactam	blaCTX-M-1 like	blaCTX-M-101	blaCTX-M-101_1_HQ398214
Beta-lactam	blaCTX-M-9 like	blaCTX-M-102	blaCTX-M-102_1_HQ398215
Beta-lactam	blaCTX-M-1 like	blaCTX-M-103	blaCTX-M-103_1_HG423149
Beta-lactam	blaCTX-M-9 like	blaCTX-M-104	blaCTX-M-104_1_HQ833652
Beta-lactam	blaCTX-M-9 like	blaCTX-M-105	blaCTX-M-105_1_HQ833651
Beta-lactam	blaCTX-M-9 like	blaCTX-M-110	blaCTX-M-110_1_JF274242
Beta-lactam	blaCTX-M-9 like	blaCTX-M-111	blaCTX-M-111_1_JF274243
Beta-lactam	blaCTX-M-9 like	blaCTX-M-112	blaCTX-M-112_1_JF274246
Beta-lactam	blaCTX-M-9 like	blaCTX-M-113	blaCTX-M-113_1_JF274247
Beta-lactam	blaCTX-M-1 like	blaCTX-M-114	blaCTX-M-114_1_GQ351346
Beta-lactam	blaCTX-M-1 like	blaCTX-M-116	blaCTX-M-116_1_JF966749
Beta-lactam	blaCTX-M-1 like	blaCTX-M-117	blaCTX-M-117_1_JN227085
Beta-lactam	blaCTX-M-1 like	blaCTX-M-12	blaCTX-M-12_1_DQ821704
Beta-lactam	blaCTX-M-9 like	blaCTX-M-121	blaCTX-M-121_1_JN790862
Beta-lactam	blaCTX-M-9 like	blaCTX-M-122	blaCTX-M-122_1_JN790863
Beta-lactam	blaCTX-M-1 like	blaCTX-M-123	blaCTX-M-123_1_JN790864
Beta-lactam	blaCTX-M-2 like	blaCTX-M-124	blaCTX-M-124_1_JQ429324
Beta-lactam	blaCTX-M-9 like	blaCTX-M-125	blaCTX-M-125_1_JQ724542
Beta-lactam	blaCTX-M-9 like	blaCTX-M-126	blaCTX-M-126_1_AB703103
Beta-lactam	blaCTX-M-1 like	blaCTX-M-127	blaCTX-M-127_1_MF196229
Beta-lactam	blaCTX-M-9 like	blaCTX-M-129	blaCTX-M-129_1_JX017364
Beta-lactam	blaCTX-M-9 like	blaCTX-M-13	blaCTX-M-13_2_AF252623
Beta-lactam	blaCTX-M-9 like	blaCTX-M-130	blaCTX-M-130_1_JX017365
Beta-lactam	blaCTX-M-2 like	blaCTX-M-131	blaCTX-M-131_1_JN969893
Beta-lactam	blaCTX-M-1 like	blaCTX-M-132	blaCTX-M-132_1_JX313020
Beta-lactam	blaCTX-M-9 like	blaCTX-M-134	blaCTX-M-134_1_JX896165
Beta-lactam	blaCTX-M-1 like	blaCTX-M-136	blaCTX-M-136_1_KC351754
Beta-lactam	blaCTX-M-9 like	blaCTX-M-137	blaCTX-M-137_1_KF790923
Beta-lactam	blaCTX-M-1 like	blaCTX-M-138	blaCTX-M-138_1_KF526119
Beta-lactam	blaCTX-M-1 like	blaCTX-M-139	blaCTX-M-139_1_KC107824
Beta-lactam	blaCTX-M-9 like	blaCTX-M-14	blaCTX-M-14_1_AF252622
Beta-lactam	blaCTX-M-2 like	blaCTX-M-141	blaCTX-M-141_1_KC964871
Beta-lactam	blaCTX-M-1 like	blaCTX-M-142	blaCTX-M-142_1_KF240809
Beta-lactam	blaCTX-M-1 like	blaCTX-M-144	blaCTX-M-144_1_KJ020573
Beta-lactam	blaCTX-M-1 like	blaCTX-M-146	blaCTX-M-146_1_KY938173
Beta-lactam	blaCTX-M-9 like	blaCTX-M-147	blaCTX-M-147_1_KF513180
Beta-lactam	blaCTX-M-9 like	blaCTX-M-148	blaCTX-M-148_1_KJ020574
Beta-lactam	blaCTX-M-9 like	blaCTX-M-14b	blaCTX-M-14b_1_DQ359215
Beta-lactam	blaCTX-M-1 like	blaCTX-M-15	blaCTX-M-15_1_AY044436
Beta-lactam	blaCTX-M-1 like	blaCTX-M-150	blaCTX-M-150_1_KF769131
Beta-lactam	blaCTX-M-151	blaCTX-M-151	blaCTX-M-151_1_AB916359
Beta-lactam	blaCTX-M-1 like	blaCTX-M-155	blaCTX-M-155_1_KM211508
Beta-lactam	blaCTX-M-1 like	blaCTX-M-156	blaCTX-M-156_1_KM211509
Beta-lactam	blaCTX-M-1 like	blaCTX-M-157	blaCTX-M-157_1_KM211510
Beta-lactam	blaCTX-M-1 like	blaCTX-M-158	blaCTX-M-158_1_KM211691
Beta-lactam	blaCTX-M-9 like	blaCTX-M-159	blaCTX-M-159_1_AB976602
Beta-lactam	blaCTX-M-9 like	blaCTX-M-16	blaCTX-M-16_1_AY029068
Beta-lactam	blaCTX-M-26 like	blaCTX-M-160	blaCTX-M-160_1_KP050493
Beta-lactam	blaCTX-M-9 like	blaCTX-M-161	blaCTX-M-161_1_KP128034
Beta-lactam	blaCTX-M-1 like	blaCTX-M-162	blaCTX-M-162_1_KP681697
Beta-lactam	blaCTX-M-1 like	blaCTX-M-163	blaCTX-M-163_1_KP681698
Beta-lactam	blaCTX-M-1 like	blaCTX-M-164	blaCTX-M-164_1_KP727571
Beta-lactam	blaCTX-M-2 like	blaCTX-M-165	blaCTX-M-165_1_KP727572
Beta-lactam	blaCTX-M-1 like	blaCTX-M-166	blaCTX-M-166_1_KU978909
Beta-lactam	blaCTX-M-1 like	blaCTX-M-167	blaCTX-M-167_1_KR537428
Beta-lactam	blaCTX-M-9 like	blaCTX-M-168	blaCTX-M-168_1_KR537429
Beta-lactam	blaCTX-M-1 like	blaCTX-M-169	blaCTX-M-169_1_KR779864
Beta-lactam	blaCTX-M-9 like	blaCTX-M-17	blaCTX-M-17_1_AY033516
Beta-lactam	blaCTX-M-1 like	blaCTX-M-170	blaCTX-M-170_1_KR822223
Beta-lactam	blaCTX-M-2 like	blaCTX-M-171	blaCTX-M-171_1_KT277545
Beta-lactam	blaCTX-M-1 like	blaCTX-M-172	blaCTX-M-172_1_KT251041
Beta-lactam	blaCTX-M-1 like	blaCTX-M-173	blaCTX-M-173_1_KT997884
Beta-lactam	blaCTX-M-9 like	blaCTX-M-174	blaCTX-M-174_1_KT997886
Beta-lactam	blaCTX-M-1 like	blaCTX-M-175	blaCTX-M-175_1_KT997887
Beta-lactam	blaCTX-M-1 like	blaCTX-M-176	blaCTX-M-176_1_KT997888
Beta-lactam	blaCTX-M-1 like	blaCTX-M-177	blaCTX-M-177_1_KT997889
Beta-lactam	blaCTX-M-1 like	blaCTX-M-179	blaCTX-M-179_1_KU705393
Beta-lactam	blaCTX-M-1 like	blaCTX-M-180	blaCTX-M-180_1_KX056899
Beta-lactam	blaCTX-M-1 like	blaCTX-M-181	blaCTX-M-181_1_KX056900
Beta-lactam	blaCTX-M-1 like	blaCTX-M-182	blaCTX-M-182_1_KX056901
Beta-lactam	blaCTX-M-1 like	blaCTX-M-183	blaCTX-M-183_1_KX263246
Beta-lactam	blaCTX-M-1 like	blaCTX-M-184	blaCTX-M-184_1_KX263247
Beta-lactam	blaCTX-M-1 like	blaCTX-M-186	blaCTX-M-186_1_KX446939
Beta-lactam	blaCTX-M-1 like	blaCTX-M-188	blaCTX-M-188_1_KX676491
Beta-lactam	blaCTX-M-1 like	blaCTX-M-189	blaCTX-M-189_1_FJ657512
Beta-lactam	blaCTX-M-9 like	blaCTX-M-19	blaCTX-M-19_1_AF325134
Beta-lactam	blaCTX-M-1 like	blaCTX-M-190	blaCTX-M-190_1_KX664469
Beta-lactam	blaCTX-M-9 like	blaCTX-M-191	blaCTX-M-191_1_KY271097
Beta-lactam	blaCTX-M-9 like	blaCTX-M-192	blaCTX-M-192_1_KY271098
Beta-lactam	blaCTX-M-1 like	blaCTX-M-193	blaCTX-M-193_1_KY563766
Beta-lactam	blaCTX-M-1 like	blaCTX-M-194	blaCTX-M-194_1_KY563767
Beta-lactam	blaCTX-M-9 like	blaCTX-M-195	blaCTX-M-195_1_KY563768
Beta-lactam	blaCTX-M-9 like	blaCTX-M-196	blaCTX-M-196_1_KY563769
Beta-lactam	blaCTX-M-1 like	blaCTX-M-197	blaCTX-M-197_1_KY646303
Beta-lactam	blaCTX-M-9 like	blaCTX-M-198	blaCTX-M-198_1_KY646304
Beta-lactam	blaCTX-M-64/199	blaCTX-M-199	blaCTX-M-199_1_KY786032
Beta-lactam	blaCTX-M-2 like	blaCTX-M-2	blaCTX-M-2_1_AB176535
Beta-lactam	blaCTX-M-2 like	blaCTX-M-20	blaCTX-M-20_1_AJ416344
Beta-lactam	blaCTX-M-2 like	blaCTX-M-200	blaCTX-M-200_1_KY997188
Beta-lactam	blaCTX-M-9 like	blaCTX-M-201	blaCTX-M-201_1_KY997189
Beta-lactam	blaCTX-M-1 like	blaCTX-M-202	blaCTX-M-202_1_MF195067
Beta-lactam	blaCTX-M-1 like	blaCTX-M-203	blaCTX-M-203_1_MF196230
Beta-lactam	blaCTX-M-1 like	blaCTX-M-204	blaCTX-M-204_1_MF281085
Beta-lactam	blaCTX-M-1 like	blaCTX-M-206	blaCTX-M-206_1_KJ802520
Beta-lactam	blaCTX-M-1 like	blaCTX-M-207	blaCTX-M-207_1_LC348384
Beta-lactam	blaCTX-M-1 like	blaCTX-M-208	blaCTX-M-208_1_MH067958
Beta-lactam	blaCTX-M-1 like	blaCTX-M-209	blaCTX-M-209_1_MH067959
Beta-lactam	blaCTX-M-9 like	blaCTX-M-21	blaCTX-M-21_1_AJ416346
Beta-lactam	blaCTX-M-1 like	blaCTX-M-210	blaCTX-M-210_1_MH067960
Beta-lactam	blaCTX-M-1 like	blaCTX-M-211	blaCTX-M-211_1_MH067961
Beta-lactam	blaCTX-M-1 like	blaCTX-M-212	blaCTX-M-212_1_MH067962
Beta-lactam	blaCTX-M-9 like	blaCTX-M-213	blaCTX-M-213_1_MH094805
Beta-lactam	blaCTX-M-9 like	blaCTX-M-214	blaCTX-M-214_1_MH121688
Beta-lactam	blaCTX-M-1 like	blaCTX-M-216	blaCTX-M-216_1_MH243352
Beta-lactam	blaCTX-M-26 like	blaCTX-M-217	blaCTX-M-217_1_MH243354
Beta-lactam	blaCTX-M-1 like	blaCTX-M-218	blaCTX-M-218_1_MH243358
Beta-lactam	blaCTX-M-9 like	blaCTX-M-219	blaCTX-M-219_1_CP019080
Beta-lactam	blaCTX-M-1 like	blaCTX-M-22	blaCTX-M-22_1_AY080894
Beta-lactam	blaCTX-M-1 like	blaCTX-M-220	blaCTX-M-220_1_MH450163
Beta-lactam	blaCTX-M-1 like	blaCTX-M-23	blaCTX-M-23_1_AF488377
Beta-lactam	blaCTX-M-9 like	blaCTX-M-24	blaCTX-M-24_1_EF374096
Beta-lactam	blaCTX-M-25 like	blaCTX-M-25	blaCTX-M-25_1_AF518567
Beta-lactam	blaCTX-M-26 like	blaCTX-M-26	blaCTX-M-26_1_AY157676
Beta-lactam	blaCTX-M-9 like	blaCTX-M-27	blaCTX-M-27_1_AY156923
Beta-lactam	blaCTX-M-1 like	blaCTX-M-28	blaCTX-M-28_6_AJ549244
Beta-lactam	blaCTX-M-1 like	blaCTX-M-29	blaCTX-M-29_1_AY267213
Beta-lactam	blaCTX-M-1 like	blaCTX-M-3	blaCTX-M-3_1_Y10278
Beta-lactam	blaCTX-M-1 like	blaCTX-M-30	blaCTX-M-30_1_AY292654
Beta-lactam	blaCTX-M-2 like	blaCTX-M-31	blaCTX-M-31_1_AJ567481
Beta-lactam	blaCTX-M-1 like	blaCTX-M-32	blaCTX-M-32_2_AJ557142
Beta-lactam	blaCTX-M-1 like	blaCTX-M-33	blaCTX-M-33_1_AY238472
Beta-lactam	blaCTX-M-1 like	blaCTX-M-34	blaCTX-M-34_1_AY515297
Beta-lactam	blaCTX-M-2 like	blaCTX-M-35	blaCTX-M-35_1_AB176532
Beta-lactam	blaCTX-M-1 like	blaCTX-M-36	blaCTX-M-36_1_AB177384
Beta-lactam	blaCTX-M-1 like	blaCTX-M-37	blaCTX-M-37_1_AY649755
Beta-lactam	blaCTX-M-9 like	blaCTX-M-38	blaCTX-M-38_1_AY822595
Beta-lactam	blaCTX-M-25 like	blaCTX-M-39	blaCTX-M-39_1_AY954516
Beta-lactam	blaCTX-M-2 like	blaCTX-M-4	blaCTX-M-4_1_Y14156
Beta-lactam	blaCTX-M-40/63	blaCTX-M-40	blaCTX-M-40_1_AY750914
Beta-lactam	blaCTX-M-25 like	blaCTX-M-41	blaCTX-M-41_1_DQ023162
Beta-lactam	blaCTX-M-1 like	blaCTX-M-42	blaCTX-M-42_1_DQ061159
Beta-lactam	blaCTX-M-2 like	blaCTX-M-43	blaCTX-M-43_1_DQ102702
Beta-lactam	blaCTX-M-2 like	blaCTX-M-44	blaCTX-M-44_1_D37830
Beta-lactam	blaCTX-M-9 like	blaCTX-M-46	blaCTX-M-46_1_AY847147
Beta-lactam	blaCTX-M-9 like	blaCTX-M-47	blaCTX-M-47_1_AY847143
Beta-lactam	blaCTX-M-9 like	blaCTX-M-48	blaCTX-M-48_1_AY847144
