Sample	BioProject	BioSample	Accesion number	Partner	Industry_code	Industry_type	Surface	Room	Total_reads	Contigs	MAGs
MASTER_WP4_FFoQSI_2__VB01-26	PRJNA997801	SAMN36690225	SRR25395046	FFOQ	VB01	Cheese_Dairy	Before_ripening	Final_product	20364432	1738	3
MASTER_WP4_FFoQSI_2__VB01-27	PRJNA997801	SAMN36690543	SRR25394789	FFOQ	VB01	Cheese_Dairy	Final_product	Final_product	11935946	726	3
MASTER_WP4_FFoQSI_2__VB01-28	PRJNA997801	SAMN36690544	SRR25394788	FFOQ	VB01	Cheese_Dairy	Final_product	Final_product	6246946	737	3
MASTER_WP4_FFoQSI_2__VB01-29	PRJNA997801	SAMN36690545	SRR25394787	FFOQ	VB01	Cheese_Dairy	Final_product	Final_product	17034710	14433	11
MASTER_WP4_FFoQSI_2__VB01-30	PRJNA997801	SAMN36690546	SRR25394786	FFOQ	VB01	Cheese_Dairy	Final_product	Final_product	31900444	30252	16
MASTER_WP4_FFoQSI_2__VB01-5	PRJNA997821	SAMN36691471	SRR25399979	FFOQ	VB01	Cheese_Dairy	Non_food_contact	Ripening	10362242	33462	8
MASTER_WP4_FFoQSI_2__VB01-6	PRJNA997821	SAMN36691247	SRR25400264	FFOQ	VB01	Cheese_Dairy	Food_contact	Ripening	19360346	21149	13
MASTER_WP4_FFoQSI_2__VB01-9	PRJNA997821	SAMN36691472	SRR25400125	FFOQ	VB01	Cheese_Dairy	Non_food_contact	Packing	24535312	20720	10
MASTER_WP4_FFoQSI_2__VB03-1	PRJNA997821	SAMN36691476	SRR25400120	FFOQ	VB03	Cheese_Dairy	Non_food_contact	Processing	12453220	12790	1
MASTER_WP4_FFoQSI_2__VB03-10	PRJNA997821	SAMN36691253	SRR25400150	FFOQ	VB03	Cheese_Dairy	Food_contact	Packing	11943510	20289	11
MASTER_WP4_FFoQSI_2__VB03-20	PRJNA997821	SAMN36691478	SRR25400118	FFOQ	VB03	Cheese_Dairy	Raw_materials	Raw_material	14834714	1946	0
MASTER_WP4_FFoQSI_2__VB03-21	PRJNA997801	SAMN36690009	SRR25395461	FFOQ	VB03	Cheese_Dairy	Raw_materials	Raw_material	18238300	8791	3
MASTER_WP4_FFoQSI_2__VB03-23	PRJNA997801	SAMN36690230	SRR25395041	FFOQ	VB03	Cheese_Dairy	Before_ripening	Final_product	10877698	1140	2
MASTER_WP4_FFoQSI_2__VB03-24	PRJNA997801	SAMN36690231	SRR25395040	FFOQ	VB03	Cheese_Dairy	Before_ripening	Final_product	12790726	1126	2
MASTER_WP4_FFoQSI_2__VB03-25	PRJNA997801	SAMN36690232	SRR25395039	FFOQ	VB03	Cheese_Dairy	Before_ripening	Final_product	16011266	1715	1
MASTER_WP4_FFoQSI_2__VB03-26	PRJNA997801	SAMN36690233	SRR25395037	FFOQ	VB03	Cheese_Dairy	Before_ripening	Final_product	6782176	637	1
MASTER_WP4_FFoQSI_2__VB03-27	PRJNA997801	SAMN36690550	SRR25394782	FFOQ	VB03	Cheese_Dairy	Final_product	Final_product	19977826	2013	5
MASTER_WP4_FFoQSI_2__VB03-28	PRJNA997801	SAMN36690551	SRR25394781	FFOQ	VB03	Cheese_Dairy	Final_product	Final_product	24222220	3167	5
MASTER_WP4_FFoQSI_2__VB03-29	PRJNA997801	SAMN36690552	SRR25394780	FFOQ	VB03	Cheese_Dairy	Final_product	Final_product	26155048	36353	14
MASTER_WP4_FFoQSI_2__VB03-30	PRJNA997801	SAMN36690553	SRR25394778	FFOQ	VB03	Cheese_Dairy	Final_product	Final_product	24738752	28967	14
MASTER_WP4_FFoQSI_2__VB03-9	PRJNA997821	SAMN36691478	SRR25400118	FFOQ	VB03	Cheese_Dairy	Non_food_contact	Packing	18678940	26655	3
MASTER_WP4_FFoQSI_2__VB04-20	PRJNA997801	SAMN36690010	SRR25395460	FFOQ	VB04	Cheese_Dairy	Raw_materials	Raw_material	16817492	2485	0
MASTER_WP4_FFoQSI_2__VB04-21	PRJNA997801	SAMN36690011	SRR25395459	FFOQ	VB04	Cheese_Dairy	Raw_materials	Raw_material	29065748	16792	2
MASTER_WP4_FFoQSI_2__VB04-23	PRJNA997801	SAMN36690234	SRR25395036	FFOQ	VB04	Cheese_Dairy	Before_ripening	Final_product	9530896	1296	2
MASTER_WP4_FFoQSI_2__VB04-24	PRJNA997801	SAMN36690235	SRR25395035	FFOQ	VB04	Cheese_Dairy	Before_ripening	Final_product	38833504	937	3
MASTER_WP4_FFoQSI_2__VB04-25	PRJNA997801	SAMN36690236	SRR25395034	FFOQ	VB04	Cheese_Dairy	Before_ripening	Final_product	41497952	2728	4
MASTER_WP4_FFoQSI_2__VB04-26	PRJNA997801	SAMN36690237	SRR25395033	FFOQ	VB04	Cheese_Dairy	Before_ripening	Final_product	14378822	2273	4
MASTER_WP4_FFoQSI_2__VB04-27	PRJNA997801	SAMN36690554	SRR25394777	FFOQ	VB04	Cheese_Dairy	Final_product	Final_product	27623104	2668	6
MASTER_WP4_FFoQSI_2__VB04-28	PRJNA997801	SAMN36690555	SRR25394776	FFOQ	VB04	Cheese_Dairy	Final_product	Final_product	13981824	3341	4
MASTER_WP4_FFoQSI_2__VB04-29	PRJNA997801	SAMN36690556	SRR25394775	FFOQ	VB04	Cheese_Dairy	Final_product	Final_product	23705818	22085	13
MASTER_WP4_FFoQSI_2__VB05-1	PRJNA997821	SAMN36691481	SRR25400115	FFOQ	VB05	Cheese_Dairy	Non_food_contact	Processing	23298326	32449	11
MASTER_WP4_FFoQSI_2__VB05-10	PRJNA997821	SAMN36691261	SRR25400248	FFOQ	VB05	Cheese_Dairy	Food_contact	Packing	16933526	17044	12
MASTER_WP4_FFoQSI_2__VB05-20	PRJNA997801	SAMN36690012	SRR25395291	FFOQ	VB05	Cheese_Dairy	Raw_materials	Raw_material	24431920	8606	0
MASTER_WP4_FFoQSI_2__VB05-21	PRJNA997801	SAMN36690013	SRR25395289	FFOQ	VB05	Cheese_Dairy	Raw_materials	Raw_material	10101250	1298	2
MASTER_WP4_FFoQSI_2__VB05-22	PRJNA997801	SAMN36690014	SRR25395288	FFOQ	VB05	Cheese_Dairy	Raw_materials	Raw_material	5528606	2241	2
MASTER_WP4_FFoQSI_2__VB05-23	PRJNA997801	SAMN36690238	SRR25394877	FFOQ	VB05	Cheese_Dairy	Before_ripening	Final_product	16094216	600	2
MASTER_WP4_FFoQSI_2__VB05-24	PRJNA997801	SAMN36690239	SRR25394875	FFOQ	VB05	Cheese_Dairy	Before_ripening	Final_product	22899478	774	2
MASTER_WP4_FFoQSI_2__VB05-25	PRJNA997801	SAMN36690240	SRR25394874	FFOQ	VB05	Cheese_Dairy	Before_ripening	Final_product	29025628	10818	9
MASTER_WP4_FFoQSI_2__VB05-26	PRJNA997801	SAMN36690241	SRR25394873	FFOQ	VB05	Cheese_Dairy	Before_ripening	Final_product	27191644	753	1
MASTER_WP4_FFoQSI_2__VB05-27	PRJNA997801	SAMN36690558	SRR25394772	FFOQ	VB05	Cheese_Dairy	Final_product	Final_product	13972900	740	3
MASTER_WP4_FFoQSI_2__VB05-28	PRJNA997801	SAMN36690559	SRR25395234	FFOQ	VB05	Cheese_Dairy	Final_product	Final_product	29795512	865	3
MASTER_WP4_FFoQSI_2__VB05-29	PRJNA997801	SAMN36690560	SRR25395233	FFOQ	VB05	Cheese_Dairy	Final_product	Final_product	37205496	27499	20
MASTER_WP4_FFoQSI_2__VB05-30	PRJNA997801	SAMN36690561	SRR25395232	FFOQ	VB05	Cheese_Dairy	Final_product	Final_product	73369780	34374	23
MASTER_WP4_FFoQSI_2__VB05-5	PRJNA997821	SAMN36691482	SRR25400305	FFOQ	VB05	Cheese_Dairy	Non_food_contact	Ripening	18015434	24123	8
MASTER_WP4_FFoQSI_2__VB05-6	PRJNA997821	SAMN36691264	SRR25400163	FFOQ	VB05	Cheese_Dairy	Food_contact	Ripening	21339368	30301	11
MASTER_WP4_FFoQSI_2__VB05-9	PRJNA997821	SAMN36691483	SRR25400304	FFOQ	VB05	Cheese_Dairy	Non_food_contact	Packing	13259028	32115	12
MASTER_WP4_FFoQSI_2__VB06-1	PRJNA997821	SAMN36691484	SRR25400325	FFOQ	VB06	Cheese_Dairy	Non_food_contact	Processing	29096244	61464	9
MASTER_WP4_FFoQSI_2__VB06-10	PRJNA997821	SAMN36691265	SRR25400161	FFOQ	VB06	Cheese_Dairy	Food_contact	Packing	153726486	49515	23
MASTER_WP4_FFoQSI_2__VB06-11	PRJNA997821	SAMN36691266	SRR25400160	FFOQ	VB06	Cheese_Dairy	Food_contact	Processing	29695264	47326	11
MASTER_WP4_FFoQSI_2__VB06-12	PRJNA997821	SAMN36691267	SRR25400159	FFOQ	VB06	Cheese_Dairy	Food_contact	Processing	55726894	60236	22
MASTER_WP4_FFoQSI_2__VB06-13	PRJNA997821	SAMN36691268	SRR25400158	FFOQ	VB06	Cheese_Dairy	Food_contact	Processing	73133392	10461	3
MASTER_WP4_FFoQSI_2__VB06-20	PRJNA997801	SAMN36690015	SRR25395287	FFOQ	VB06	Cheese_Dairy	Raw_materials	Raw_material	66134202	167508	0
MASTER_WP4_FFoQSI_2__VB06-21	PRJNA997801	SAMN36690016	SRR25395286	FFOQ	VB06	Cheese_Dairy	Raw_materials	Raw_material	99604712	148906	6
MASTER_WP4_FFoQSI_2__VB06-23	PRJNA997801	SAMN36690242	SRR25394872	FFOQ	VB06	Cheese_Dairy	Before_ripening	Final_product	79275542	1297	3
MASTER_WP4_FFoQSI_2__VB06-24	PRJNA997801	SAMN36690243	SRR25394870	FFOQ	VB06	Cheese_Dairy	Before_ripening	Final_product	55446548	908	1
MASTER_WP4_FFoQSI_2__VB06-25	PRJNA997801	SAMN36690244	SRR25394869	FFOQ	VB06	Cheese_Dairy	Before_ripening	Final_product	67116624	1765	4
MASTER_WP4_FFoQSI_2__VB06-26	PRJNA997801	SAMN36690245	SRR25394868	FFOQ	VB06	Cheese_Dairy	Before_ripening	Final_product	87741262	4496	5
MASTER_WP4_FFoQSI_2__VB06-27	PRJNA997801	SAMN36690562	SRR25395231	FFOQ	VB06	Cheese_Dairy	Final_product	Final_product	68027754	1263	2
MASTER_WP4_FFoQSI_2__VB06-28	PRJNA997801	SAMN36690563	SRR25395228	FFOQ	VB06	Cheese_Dairy	Final_product	Final_product	46853786	6839	7
MASTER_WP4_FFoQSI_2__VB06-29	PRJNA997801	SAMN36690564	SRR25395227	FFOQ	VB06	Cheese_Dairy	Final_product	Final_product	123152754	25952	20
MASTER_WP4_FFoQSI_2__VB06-30	PRJNA997801	SAMN36690565	SRR25395086	FFOQ	VB06	Cheese_Dairy	Final_product	Final_product	103885304	27748	19
MASTER_WP4_FFoQSI_2__VB06-5	PRJNA997821	SAMN36691485	SRR25400323	FFOQ	VB06	Cheese_Dairy	Non_food_contact	Ripening	30557362	62012	18
MASTER_WP4_FFoQSI_2__VB06-6	PRJNA997821	SAMN36691269	SRR25400157	FFOQ	VB06	Cheese_Dairy	Food_contact	Ripening	31019200	22608	12
MASTER_WP4_FFoQSI_2__VB06-9	PRJNA997821	SAMN36691486	SRR25400322	FFOQ	VB06	Cheese_Dairy	Non_food_contact	Packing	37811186	48027	13
MASTER_WP4_FFoQSI_2__VB08-1	PRJNA997821	SAMN36691490	SRR25400318	FFOQ	VB08	Cheese_Dairy	Non_food_contact	Processing	26090718	35325	4
MASTER_WP4_FFoQSI_2__VB08-10	PRJNA997821	SAMN36691274	SRR25400256	FFOQ	VB08	Cheese_Dairy	Food_contact	Packing	56419436	24334	25
MASTER_WP4_FFoQSI_2__VB08-11	PRJNA997821	SAMN36691275	SRR25400148	FFOQ	VB08	Cheese_Dairy	Food_contact	Processing	80091298	135282	26
MASTER_WP4_FFoQSI_2__VB08-12	PRJNA997821	SAMN36691276	SRR25400147	FFOQ	VB08	Cheese_Dairy	Food_contact	Processing	142441742	96042	28
MASTER_WP4_FFoQSI_2__VB08-13	PRJNA997821	SAMN36691277	SRR25400146	FFOQ	VB08	Cheese_Dairy	Food_contact	Processing	60817762	11903	3
MASTER_WP4_FFoQSI_2__VB08-20	PRJNA997821	SAMN36691492	SRR25400316	FFOQ	VB08	Cheese_Dairy	Raw_materials	Raw_material	70926626	212709	1
MASTER_WP4_FFoQSI_2__VB08-21	PRJNA997801	SAMN36690021	SRR25395281	FFOQ	VB08	Cheese_Dairy	Raw_materials	Raw_material	95003680	32192	4
MASTER_WP4_FFoQSI_2__VB08-22	PRJNA997801	SAMN36690022	SRR25395280	FFOQ	VB08	Cheese_Dairy	Raw_materials	Raw_material	36918068	5661	4
MASTER_WP4_FFoQSI_2__VB08-23	PRJNA997801	SAMN36690250	SRR25394863	FFOQ	VB08	Cheese_Dairy	Before_ripening	Final_product	316035842	1083	2
MASTER_WP4_FFoQSI_2__VB08-24	PRJNA997801	SAMN36690251	SRR25394862	FFOQ	VB08	Cheese_Dairy	Before_ripening	Final_product	105643026	789	3
MASTER_WP4_FFoQSI_2__VB08-25	PRJNA997801	SAMN36690252	SRR25394861	FFOQ	VB08	Cheese_Dairy	Before_ripening	Final_product	55645094	1223	4
MASTER_WP4_FFoQSI_2__VB08-26	PRJNA997801	SAMN36690253	SRR25394859	FFOQ	VB08	Cheese_Dairy	Before_ripening	Final_product	148883534	2373	5
MASTER_WP4_FFoQSI_2__VB08-27	PRJNA997801	SAMN36690568	SRR25395083	FFOQ	VB08	Cheese_Dairy	Final_product	Final_product	88351262	2000	4
MASTER_WP4_FFoQSI_2__VB08-28	PRJNA997801	SAMN36690569	SRR25395082	FFOQ	VB08	Cheese_Dairy	Final_product	Final_product	25369074	1447	3
MASTER_WP4_FFoQSI_2__VB08-30	PRJNA997801	SAMN36690571	SRR25395080	FFOQ	VB08	Cheese_Dairy	Final_product	Final_product	75648528	46610	22
MASTER_WP4_FFoQSI_2__VB08-9	PRJNA997821	SAMN36691492	SRR25400316	FFOQ	VB08	Cheese_Dairy	Non_food_contact	Packing	52775242	73151	16
MASTER_WP4_FFoQSI_2__VB10-1	PRJNA997821	SAMN36691495	SRR25400311	FFOQ	VB10	Cheese_Dairy	Non_food_contact	Processing	139085810	31821	9
MASTER_WP4_FFoQSI_2__VB10-10	PRJNA997821	SAMN36691282	SRR25400141	FFOQ	VB10	Cheese_Dairy	Food_contact	Packing	51680348	49829	19
MASTER_WP4_FFoQSI_2__VB10-12	PRJNA997821	SAMN36691284	SRR25400245	FFOQ	VB10	Cheese_Dairy	Food_contact	Processing	35974418	1080	4
MASTER_WP4_FFoQSI_2__VB10-13	PRJNA997821	SAMN36691285	SRR25400243	FFOQ	VB10	Cheese_Dairy	Food_contact	Processing	48212622	1166	3
MASTER_WP4_FFoQSI_2__VB10-20	PRJNA997821	SAMN36691496	SRR25400310	FFOQ	VB10	Cheese_Dairy	Raw_materials	Raw_material	79486944	274072	1
MASTER_WP4_FFoQSI_2__VB10-21	PRJNA997821	SAMN36691286	SRR25400242	FFOQ	VB10	Cheese_Dairy	Raw_materials	Raw_material	74295776	1186	2
MASTER_WP4_FFoQSI_2__VB10-22	PRJNA997821	SAMN36691497	SRR25400309	FFOQ	VB10	Cheese_Dairy	Raw_materials	Raw_material	110723948	8423	6
MASTER_WP4_FFoQSI_2__VB10-23	PRJNA997821	SAMN36691498	SRR25400308	FFOQ	VB10	Cheese_Dairy	Before_ripening	Final_product	51968606	687	2
MASTER_WP4_FFoQSI_2__VB10-25	PRJNA997801	SAMN36690260	SRR25394852	FFOQ	VB10	Cheese_Dairy	Before_ripening	Final_product	3236	0	0
MASTER_WP4_FFoQSI_2__VB10-26	PRJNA997801	SAMN36690261	SRR25394851	FFOQ	VB10	Cheese_Dairy	Before_ripening	Final_product	86643374	983	1
MASTER_WP4_FFoQSI_2__VB10-27	PRJNA997801	SAMN36690575	SRR25395075	FFOQ	VB10	Cheese_Dairy	Final_product	Final_product	183883448	1953	2
MASTER_WP4_FFoQSI_2__VB10-28	PRJNA997801	SAMN36690576	SRR25395074	FFOQ	VB10	Cheese_Dairy	Final_product	Final_product	50963266	777	2
MASTER_WP4_FFoQSI_2__VB10-29	PRJNA997801	SAMN36690577	SRR25395073	FFOQ	VB10	Cheese_Dairy	Final_product	Final_product	68161442	34967	17
MASTER_WP4_FFoQSI_2__VB10-30	PRJNA997801	SAMN36690578	SRR25395072	FFOQ	VB10	Cheese_Dairy	Final_product	Final_product	33715246	24819	14
MASTER_WP4_FFoQSI_2__VB10-5	PRJNA997821	SAMN36691496	SRR25400310	FFOQ	VB10	Cheese_Dairy	Non_food_contact	Ripening	96885692	26876	9
MASTER_WP4_FFoQSI_2__VB10-6	PRJNA997821	SAMN36691286	SRR25400242	FFOQ	VB10	Cheese_Dairy	Food_contact	Ripening	27161386	49272	10
MASTER_WP4_FFoQSI_2__VB10-9	PRJNA997821	SAMN36691497	SRR25400309	FFOQ	VB10	Cheese_Dairy	Non_food_contact	Packing	82544496	108354	33
MASTER_WP4_FFoQSI_2__VB11-1	PRJNA997821	SAMN36691498	SRR25400308	FFOQ	VB11	Cheese_Dairy	Non_food_contact	Processing	99743596	52986	14
MASTER_WP4_FFoQSI_2__VB11-10	PRJNA997821	SAMN36691287	SRR25400241	FFOQ	VB11	Cheese_Dairy	Food_contact	Packing	65393986	47472	20
MASTER_WP4_FFoQSI_2__VB11-20	PRJNA997801	SAMN36690028	SRR25395273	FFOQ	VB11	Cheese_Dairy	Raw_materials	Raw_material	173498552	703263	4
MASTER_WP4_FFoQSI_2__VB11-21	PRJNA997801	SAMN36690029	SRR25395272	FFOQ	VB11	Cheese_Dairy	Raw_materials	Raw_material	102607534	9269	2
MASTER_WP4_FFoQSI_2__VB11-22	PRJNA997801	SAMN36690030	SRR25395271	FFOQ	VB11	Cheese_Dairy	Raw_materials	Raw_material	151347912	8891	6
MASTER_WP4_FFoQSI_2__VB11-23	PRJNA997801	SAMN36690262	SRR25394850	FFOQ	VB11	Cheese_Dairy	Before_ripening	Final_product	108467276	1013	1
MASTER_WP4_FFoQSI_2__VB11-25	PRJNA997801	SAMN36690264	SRR25395168	FFOQ	VB11	Cheese_Dairy	Before_ripening	Final_product	45533814	2165	3
MASTER_WP4_FFoQSI_2__VB11-26	PRJNA997801	SAMN36690265	SRR25395167	FFOQ	VB11	Cheese_Dairy	Before_ripening	Final_product	40081596	1027	4
MASTER_WP4_FFoQSI_2__VB11-27	PRJNA997801	SAMN36690579	SRR25395071	FFOQ	VB11	Cheese_Dairy	Final_product	Final_product	32299956	700	2
MASTER_WP4_FFoQSI_2__VB11-28	PRJNA997801	SAMN36690580	SRR25395070	FFOQ	VB11	Cheese_Dairy	Final_product	Final_product	16121714	525	2
MASTER_WP4_FFoQSI_2__VB11-29	PRJNA997801	SAMN36690581	SRR25395069	FFOQ	VB11	Cheese_Dairy	Final_product	Final_product	20265102	15116	11
MASTER_WP4_FFoQSI_2__VB11-30	PRJNA997801	SAMN36690582	SRR25395068	FFOQ	VB11	Cheese_Dairy	Final_product	Final_product	23790746	13963	11
MASTER_WP4_FFoQSI_2__VB11-5	PRJNA997821	SAMN36691499	SRR25400307	FFOQ	VB11	Cheese_Dairy	Non_food_contact	Ripening	53292560	49264	10
MASTER_WP4_FFoQSI_2__VB11-6	PRJNA997821	SAMN36691291	SRR25400237	FFOQ	VB11	Cheese_Dairy	Food_contact	Ripening	203247036	157828	46
MASTER_WP4_FFoQSI_2__VB11-9	PRJNA997821	SAMN36691500	SRR25400306	FFOQ	VB11	Cheese_Dairy	Non_food_contact	Packing	63524592	43363	10
MASTER_WP4_FFoQSI_2__VB15-1	PRJNA997821	SAMN36691509	SRR25399969	FFOQ	VB15	Cheese_Dairy	Non_food_contact	Processing	24137930	40995	10
MASTER_WP4_FFoQSI_2__VB15-10	PRJNA997821	SAMN36691306	SRR25400221	FFOQ	VB15	Cheese_Dairy	Food_contact	Packing	41054764	29357	9
MASTER_WP4_FFoQSI_2__VB15-20	PRJNA997801	SAMN36690039	SRR25394930	FFOQ	VB15	Cheese_Dairy	Raw_materials	Raw_material	32048268	17489	2
MASTER_WP4_FFoQSI_2__VB15-21	PRJNA997801	SAMN36690040	SRR25394929	FFOQ	VB15	Cheese_Dairy	Raw_materials	Raw_material	176480814	601048	4
MASTER_WP4_FFoQSI_2__VB15-22	PRJNA997801	SAMN36690041	SRR25394928	FFOQ	VB15	Cheese_Dairy	Raw_materials	Raw_material	8330496	5518	7
MASTER_WP4_FFoQSI_2__VB15-23	PRJNA997801	SAMN36690277	SRR25395154	FFOQ	VB15	Cheese_Dairy	Before_ripening	Final_product	50733472	634	2
MASTER_WP4_FFoQSI_2__VB15-24	PRJNA997801	SAMN36690278	SRR25395153	FFOQ	VB15	Cheese_Dairy	Before_ripening	Final_product	98546368	785	1
MASTER_WP4_FFoQSI_2__VB15-25	PRJNA997801	SAMN36690279	SRR25395152	FFOQ	VB15	Cheese_Dairy	Before_ripening	Final_product	64381278	5509	5
MASTER_WP4_FFoQSI_2__VB15-26	PRJNA997801	SAMN36690280	SRR25395151	FFOQ	VB15	Cheese_Dairy	Before_ripening	Final_product	35632108	2147	3
MASTER_WP4_FFoQSI_2__VB15-27	PRJNA997801	SAMN36690597	SRR25395312	FFOQ	VB15	Cheese_Dairy	Final_product	Final_product	54766726	4350	3
MASTER_WP4_FFoQSI_2__VB15-28	PRJNA997801	SAMN36690598	SRR25395311	FFOQ	VB15	Cheese_Dairy	Final_product	Final_product	66718298	3831	3
MASTER_WP4_FFoQSI_2__VB15-29	PRJNA997801	SAMN36690599	SRR25395310	FFOQ	VB15	Cheese_Dairy	Final_product	Final_product	14462776	13814	14
MASTER_WP4_FFoQSI_2__VB15-30	PRJNA997801	SAMN36690601	SRR25395308	FFOQ	VB15	Cheese_Dairy	Final_product	Final_product	48293122	32028	16
MASTER_WP4_FFoQSI_2__VB15-5	PRJNA997821	SAMN36691510	SRR25399968	FFOQ	VB15	Cheese_Dairy	Non_food_contact	Processing	24088056	38990	8
MASTER_WP4_FFoQSI_2__VB15-6	PRJNA997821	SAMN36691310	SRR25399888	FFOQ	VB15	Cheese_Dairy	Food_contact	Ripening	68366014	79973	15
MASTER_WP4_FFoQSI_2__VB15-9	PRJNA997821	SAMN36691511	SRR25399967	FFOQ	VB15	Cheese_Dairy	Non_food_contact	Packing	84151694	74682	22
MASTER_WP4_FFoQSI_2__VB16-1	PRJNA997821	SAMN36691512	SRR25399966	FFOQ	VB16	Cheese_Dairy	Non_food_contact	Packing	69731298	101252	17
MASTER_WP4_FFoQSI_2__VB16-10	PRJNA997821	SAMN36691311	SRR25399887	FFOQ	VB16	Cheese_Dairy	Food_contact	Packing	99705818	41087	27
MASTER_WP4_FFoQSI_2__VB16-13	PRJNA997821	SAMN36691313	SRR25399866	FFOQ	VB16	Cheese_Dairy	Food_contact	Processing	113985262	22391	4
MASTER_WP4_FFoQSI_2__VB16-20	PRJNA997801	SAMN36690042	SRR25394927	FFOQ	VB16	Cheese_Dairy	Raw_materials	Raw_material	62431092	191558	1
MASTER_WP4_FFoQSI_2__VB16-21	PRJNA997801	SAMN36690043	SRR25394925	FFOQ	VB16	Cheese_Dairy	Raw_materials	Raw_material	29186408	1547	1
MASTER_WP4_FFoQSI_2__VB16-22	PRJNA997801	SAMN36690044	SRR25394924	FFOQ	VB16	Cheese_Dairy	Raw_materials	Raw_material	30436980	23265	12
MASTER_WP4_FFoQSI_2__VB16-23	PRJNA997801	SAMN36690281	SRR25395150	FFOQ	VB16	Cheese_Dairy	Before_ripening	Final_product	1140	0	0
MASTER_WP4_FFoQSI_2__VB16-24	PRJNA997801	SAMN36690282	SRR25395149	FFOQ	VB16	Cheese_Dairy	Before_ripening	Final_product	92638902	1480	2
MASTER_WP4_FFoQSI_2__VB16-25	PRJNA997801	SAMN36690283	SRR25395147	FFOQ	VB16	Cheese_Dairy	Before_ripening	Final_product	75291240	2189	2
MASTER_WP4_FFoQSI_2__VB16-26	PRJNA997801	SAMN36690284	SRR25395146	FFOQ	VB16	Cheese_Dairy	Before_ripening	Final_product	89050360	1268	2
MASTER_WP4_FFoQSI_2__VB16-27	PRJNA997801	SAMN36690602	SRR25395307	FFOQ	VB16	Cheese_Dairy	Final_product	Final_product	83719730	1485	3
MASTER_WP4_FFoQSI_2__VB16-28	PRJNA997801	SAMN36690603	SRR25395305	FFOQ	VB16	Cheese_Dairy	Final_product	Final_product	34312932	3902	6
MASTER_WP4_FFoQSI_2__VB16-29	PRJNA997801	SAMN36690604	SRR25395304	FFOQ	VB16	Cheese_Dairy	Final_product	Final_product	23697980	21018	13
MASTER_WP4_FFoQSI_2__VB16-30	PRJNA997801	SAMN36690605	SRR25395303	FFOQ	VB16	Cheese_Dairy	Final_product	Final_product	80555686	24892	20
MASTER_WP4_FFoQSI_2__VB16-9	PRJNA997821	SAMN36691514	SRR25399964	FFOQ	VB16	Cheese_Dairy	Non_food_contact	Packing	59421922	28572	8
MASTER_WP4_FFoQSI_3__VB01-11	PRJNA997821	SAMN36691244	SRR25400268	FFOQ	VB01	Cheese_Dairy	Food_contact	Processing	218694	20	0
MASTER_WP4_FFoQSI_3__VB01-12	PRJNA997821	SAMN36691245	SRR25400266	FFOQ	VB01	Cheese_Dairy	Food_contact	Processing	5136392	5027	4
MASTER_WP4_FFoQSI_3__VB01-20	PRJNA997801	SAMN36690002	SRR25395469	FFOQ	VB01	Cheese_Dairy	Raw_materials	Raw_material	22591864	4779	0
MASTER_WP4_FFoQSI_3__VB01-21	PRJNA997801	SAMN36690003	SRR25395467	FFOQ	VB01	Cheese_Dairy	Raw_materials	Raw_material	28090654	10715	2
MASTER_WP4_FFoQSI_3__VB01-22	PRJNA997801	SAMN36690004	SRR25395466	FFOQ	VB01	Cheese_Dairy	Raw_materials	Raw_material	1001324	2645	3
MASTER_WP4_FFoQSI_3__VB02-01	PRJNA997821	SAMN36691473	SRR25400124	FFOQ	VB02	Cheese_Dairy	Non_food_contact	Processing	39508044	80686	20
MASTER_WP4_FFoQSI_3__VB02-05	PRJNA997821	SAMN36691474	SRR25400123	FFOQ	VB02	Cheese_Dairy	Non_food_contact	Ripening	121154136	121931	44
MASTER_WP4_FFoQSI_3__VB02-06	PRJNA997821	SAMN36691248	SRR25400263	FFOQ	VB02	Cheese_Dairy	Food_contact	Ripening	53673318	37132	17
MASTER_WP4_FFoQSI_3__VB02-09	PRJNA997821	SAMN36691475	SRR25400121	FFOQ	VB02	Cheese_Dairy	Non_food_contact	Packing	65990776	44825	20
MASTER_WP4_FFoQSI_3__VB02-10	PRJNA997821	SAMN36691249	SRR25400262	FFOQ	VB02	Cheese_Dairy	Food_contact	Packing	50072880	22743	14
MASTER_WP4_FFoQSI_3__VB02-11	PRJNA997821	SAMN36691250	SRR25400261	FFOQ	VB02	Cheese_Dairy	Food_contact	Processing	31292	0	0
MASTER_WP4_FFoQSI_3__VB02-12	PRJNA997821	SAMN36691251	SRR25400260	FFOQ	VB02	Cheese_Dairy	Food_contact	Processing	94922	89	0
MASTER_WP4_FFoQSI_3__VB02-13	PRJNA997821	SAMN36691252	SRR25400154	FFOQ	VB02	Cheese_Dairy	Food_contact	Processing	191176	912	0
MASTER_WP4_FFoQSI_3__VB02-20	PRJNA997801	SAMN36690005	SRR25395465	FFOQ	VB02	Cheese_Dairy	Raw_materials	Raw_material	53299600	109270	0
MASTER_WP4_FFoQSI_3__VB02-21	PRJNA997801	SAMN36690006	SRR25395464	FFOQ	VB02	Cheese_Dairy	Raw_materials	Raw_material	52337024	5820	4
MASTER_WP4_FFoQSI_3__VB02-22	PRJNA997801	SAMN36690007	SRR25395463	FFOQ	VB02	Cheese_Dairy	Raw_materials	Raw_material	2835184	7852	6
