resfinder_code	Sample_ule	Reads_code	Partner	Partner_code	Industry_code	Dataset_ID	UNITN_seq_ID	Industry_type	Industry_type2	Surface	Surface2	rindcore	Room	Ripening.time	Host	Product_type	Total_reads	Contigs	MAGs
FFoQSI_VB10.24	WP4-FFOQ-VB10-24	VB10-24_R1	FFOQ	VB10-04-BC	VB10	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB10-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	671	2
FFoQSI_VB10.25	WP4-FFOQ-VB10-25	VB10-25_R1	FFOQ	VB10-04-AR	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	-	Final_product	-	Cow	Vorarlberger_Bergkaese	-	0	0
FFoQSI_VB10.26	WP4-FFOQ-VB10-26	VB10-26_R1	FFOQ	VB10-04-BR	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	983	1
FFoQSI_VB10.27	WP4-FFOQ-VB10-27	VB10-27_R1	FFOQ	VB10-F-AC	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	1953	2
FFoQSI_VB10.28	WP4-FFOQ-VB10-28	VB10-28_R1	FFOQ	VB10-F-BC	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	777	2
FFoQSI_VB10.29	WP4-FFOQ-VB10-29	VB10-29_R1	FFOQ	VB10-F-AR	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	34967	17
FFoQSI_VB10.30	WP4-FFOQ-VB10-30	VB10-30_R1	FFOQ	VB10-F-BR	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-30	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	24819	14
FFoQSI_VB10.5	WP4-FFOQ-VB10-5	VB10-5_R1	FFOQ	VB10-09	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-5	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	26876	9
FFoQSI_VB10.6	WP4-FFOQ-VB10-6	VB10-6_R1	FFOQ	VB10-10	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-6	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	49272	10
FFoQSI_VB10.9	WP4-FFOQ-VB10-9	VB10-9_R1	FFOQ	VB10-11	VB10	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB10-9	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	108354	33
FFoQSI_VB11.1	WP4-FFOQ-VB11-1	VB11-1_R1	FFOQ	VB11-05	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-1	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	52986	14
FFoQSI_VB11.10	WP4-FFOQ-VB11-10	VB11-10_R1	FFOQ	VB11-12	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	47472	20
FFoQSI_VB11.11	WP4-FFOQ-VB11-11	VB11-11_R1	FFOQ	VB11-07	VB11	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB11-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	1	0
FFoQSI_VB11.12	WP4-FFOQ-VB11-12	VB11-12_R1	FFOQ	VB11-06	VB11	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB11-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	3	0
FFoQSI_VB11.13	WP4-FFOQ-VB11-13	VB11-13_R1	FFOQ	VB11-08	VB11	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB11-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	410	0
FFoQSI_VB11.20	WP4-FFOQ-VB11-20	VB11-20_R1	FFOQ	VB11-01	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	703263	4
FFoQSI_VB11.21	WP4-FFOQ-VB11-21	VB11-21_R1	FFOQ	VB11-02	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	9269	2
FFoQSI_VB11.22	WP4-FFOQ-VB11-22	VB11-22_R1	FFOQ	VB11-03	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-22	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	8891	6
FFoQSI_VB11.23	WP4-FFOQ-VB11-23	VB11-23_R1	FFOQ	VB11-04-AC	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1013	1
FFoQSI_VB11.24	WP4-FFOQ-VB11-24	VB11-24_R1	FFOQ	VB11-04-BC	VB11	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB11-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1268	2
FFoQSI_VB11.25	WP4-FFOQ-VB11-25	VB11-25_R1	FFOQ	VB11-04-AR	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	2165	3
FFoQSI_VB11.26	WP4-FFOQ-VB11-26	VB11-26_R1	FFOQ	VB11-04-BR	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1027	4
FFoQSI_VB11.27	WP4-FFOQ-VB11-27	VB11-27_R1	FFOQ	VB11-F-AC	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	700	2
FFoQSI_VB11.28	WP4-FFOQ-VB11-28	VB11-28_R1	FFOQ	VB11-F-BC	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	525	2
FFoQSI_VB11.29	WP4-FFOQ-VB11-29	VB11-29_R1	FFOQ	VB11-F-AR	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	15116	11
FFoQSI_VB11.30	WP4-FFOQ-VB11-30	VB11-30_R1	FFOQ	VB11-F-BR	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-30	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	13963	11
FFoQSI_VB11.5	WP4-FFOQ-VB11-5	VB11-5_R1	FFOQ	VB11-09	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-5	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	49264	10
FFoQSI_VB11.6	WP4-FFOQ-VB11-6	VB11-6_R1	FFOQ	VB11-10	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-6	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	157828	46
FFoQSI_VB11.9	WP4-FFOQ-VB11-9	VB11-9_R1	FFOQ	VB11-11	VB11	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB11-9	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	43363	10
FFoQSI_VB12.01	WP4-FFOQ-VB12-01	VB12-01_R1	FFOQ	VB12-05	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-01	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	31688	6
FFoQSI_VB12.05	WP4-FFOQ-VB12-05	VB12-05_R1	FFOQ	VB12-09	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-05	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	30934	14
FFoQSI_VB12.06	WP4-FFOQ-VB12-06	VB12-06_R1	FFOQ	VB12-10	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-06	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	5605	5
FFoQSI_VB12.11	WP4-FFOQ-VB12-11	VB12-11_R1	FFOQ	VB12-07	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	4656	2
FFoQSI_VB12.12	WP4-FFOQ-VB12-12	VB12-12_R1	FFOQ	VB12-06	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	5211	6
FFoQSI_VB12.13	WP4-FFOQ-VB12-13	VB12-13_R1	FFOQ	VB12-08	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	10472	5
FFoQSI_VB12.15	WP4-FFOQ-VB12-15	VB12-15_R1	FFOQ	VB12-15	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-15	Cheese_Dairy	Cured_cheese	Negative_control_laboratory	-	-	-	-	Cow	Control	-	8	0
FFoQSI_VB12.20	WP4-FFOQ-VB12-20	VB12-20_R1	FFOQ	VB12-01	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	502007	1
FFoQSI_VB12.21	WP4-FFOQ-VB12-21	VB12-21_R1	FFOQ	VB12-02	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	1023	1
FFoQSI_VB12.22	WP4-FFOQ-VB12-22	VB12-22_R1	FFOQ	VB12-03	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-22	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	3890	3
FFoQSI_VB12.23	WP4-FFOQ-VB12-23	VB12-23_R1	FFOQ	VB12-04-AC	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	800	3
FFoQSI_VB12.24	WP4-FFOQ-VB12-24	VB12-24_R1	FFOQ	VB12-04-BC	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	853	3
FFoQSI_VB12.25	WP4-FFOQ-VB12-25	VB12-25_R1	FFOQ	VB12-04-AR	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	4788	2
FFoQSI_VB12.27	WP4-FFOQ-VB12-27	VB12-27_R1	FFOQ	VB12-F-AC	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	8543	7
FFoQSI_VB12.28	WP4-FFOQ-VB12-28	VB12-28_R1	FFOQ	VB12-F-BC	VB12	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB12-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	4175	3
FFoQSI_VB12.F.AR	WP4-FFOQ-VB12-29	VB12-F-AR_R1	FFOQ	VB12-F-AR	VB12	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__VB12-F-AR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	41206	18
FFoQSI_VB12.F.BR	WP4-FFOQ-VB12-30	VB12-F-BR_R1	FFOQ	VB12-F-BR	VB12	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__VB12-F-BR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	32502	20
FFoQSI_VB13.01	WP4-FFOQ-VB13-01	VB13-01_R1	FFOQ	VB13-05	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-01	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	36810	11
FFoQSI_VB13.05	WP4-FFOQ-VB13-05	VB13-05_R1	FFOQ	VB13-09	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-05	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	26594	16
FFoQSI_VB13.06	WP4-FFOQ-VB13-06	VB13-06_R1	FFOQ	VB13-10	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-06	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	31653	18
FFoQSI_VB13.09	WP4-FFOQ-VB13-09	VB13-09_R1	FFOQ	VB13-11	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-09	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	100230	35
FFoQSI_VB13.10	WP4-FFOQ-VB13-10	VB13-10_R1	FFOQ	VB13-12	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	30034	22
FFoQSI_VB13.11	WP4-FFOQ-VB13-11	VB13-11_R1	FFOQ	VB13-07	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	38	0
FFoQSI_VB13.12	WP4-FFOQ-VB13-12	VB13-12_R1	FFOQ	VB13-06	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	26058	14
FFoQSI_VB13.13	WP4-FFOQ-VB13-13	VB13-13_R1	FFOQ	VB13-08	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	29329	9
FFoQSI_VB13.14	WP4-FFOQ-VB13-14	VB13-14_R1	FFOQ	VB13-14	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-14	Cheese_Dairy	Cured_cheese	Negative_control_industry	-	-	-	-	Cow	Control	-	38	0
FFoQSI_VB13.15	WP4-FFOQ-VB13-15	VB13-15_R1	FFOQ	VB13-15	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-15	Cheese_Dairy	Cured_cheese	Negative_control_laboratory	-	-	-	-	Cow	Control	-	0	0
FFoQSI_VB13.20	WP4-FFOQ-VB13-20	VB13-20_R1	FFOQ	VB13-01	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	11829	2
FFoQSI_VB13.21	WP4-FFOQ-VB13-21	VB13-21_R1	FFOQ	VB13-02	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	0	0
FFoQSI_VB13.23	WP4-FFOQ-VB13-23	VB13-23_R1	FFOQ	VB13-04-AC	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1107	3
FFoQSI_VB13.24	WP4-FFOQ-VB13-24	VB13-24_R1	FFOQ	VB13-04-BC	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	829	2
FFoQSI_VB13.25	WP4-FFOQ-VB13-25	VB13-25_R1	FFOQ	VB13-04-AR	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1322	3
FFoQSI_VB13.26	WP4-FFOQ-VB13-26	VB13-26_R1	FFOQ	VB13-04-BR	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	4316	5
FFoQSI_VB13.27	WP4-FFOQ-VB13-27	VB13-27_R1	FFOQ	VB13-F-AC	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	599	3
FFoQSI_VB13.28	WP4-FFOQ-VB13-28	VB13-28_R1	FFOQ	VB13-F-BC	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	742	3
FFoQSI_VB13.29	WP4-FFOQ-VB13-29	VB13-29_R1	FFOQ	VB13-F-AR	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	34773	26
FFoQSI_VB13.30	WP4-FFOQ-VB13-30	VB13-30_R1	FFOQ	VB13-F-BR	VB13	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB13-30	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	21787	22
FFoQSI_VB14.01	WP4-FFOQ-VB14-01	VB14-01_R1	FFOQ	VB14-05	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-01	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	60676	5
FFoQSI_VB14.05	WP4-FFOQ-VB14-05	VB14-05_R1	FFOQ	VB14-09	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-05	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	98049	23
FFoQSI_VB14.06	WP4-FFOQ-VB14-06	VB14-06_R1	FFOQ	VB14-10	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-06	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	153804	54
FFoQSI_VB14.09	WP4-FFOQ-VB14-09	VB14-09_R1	FFOQ	VB14-11	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-09	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	55967	13
FFoQSI_VB14.10	WP4-FFOQ-VB14-10	VB14-10_R1	FFOQ	VB14-12	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	49970	17
FFoQSI_VB14.11	WP4-FFOQ-VB14-11	VB14-11_R1	FFOQ	VB14-07	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	153053	39
FFoQSI_VB14.12	WP4-FFOQ-VB14-12	VB14-12_R1	FFOQ	VB14-06	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	91946	21
FFoQSI_VB14.13	WP4-FFOQ-VB14-13	VB14-13_R1	FFOQ	VB14-08	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	9927	5
FFoQSI_VB14.14	WP4-FFOQ-VB14-14	VB14-14_R1	FFOQ	VB14-14	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-14	Cheese_Dairy	Cured_cheese	Negative_control_industry	-	-	-	-	Cow	Control	-	31	0
FFoQSI_VB14.15	WP4-FFOQ-VB14-15	VB14-15_R1	FFOQ	VB14-15	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-15	Cheese_Dairy	Cured_cheese	Negative_control_laboratory	-	-	-	-	Cow	Control	-	40	0
FFoQSI_VB14.20	WP4-FFOQ-VB14-20	VB14-20_R1	FFOQ	VB14-01	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	710137	0
FFoQSI_VB14.21	WP4-FFOQ-VB14-21	VB14-21_R1	FFOQ	VB14-02	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	1575	1
FFoQSI_VB14.22	WP4-FFOQ-VB14-22	VB14-22_R1	FFOQ	VB14-03	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-22	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	62295	27
FFoQSI_VB14.23	WP4-FFOQ-VB14-23	VB14-23_R1	FFOQ	VB14-04-AC	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	-	Final_product	-	Cow	Vorarlberger_Bergkaese	-	11	0
FFoQSI_VB14.24	WP4-FFOQ-VB14-24	VB14-24_R1	FFOQ	VB14-04-BC	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	718	2
FFoQSI_VB14.25	WP4-FFOQ-VB14-25	VB14-25_R1	FFOQ	VB14-04-AR	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	7602	4
FFoQSI_VB14.26	WP4-FFOQ-VB14-26	VB14-26_R1	FFOQ	VB14-04-BR	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	2785	3
FFoQSI_VB14.27	WP4-FFOQ-VB14-27	VB14-27_R1	FFOQ	VB14-F-AC	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	1727	3
FFoQSI_VB14.28	WP4-FFOQ-VB14-28	VB14-28_R1	FFOQ	VB14-F-BC	VB14	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB14-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	1322	1
FFoQSI_VB14.F.AR	WP4-FFOQ-VB14-29	VB14-F-AR_R1	FFOQ	VB14-F-AR	VB14	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__VB14-F-AR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	35518	21
FFoQSI_VB14.F.BR	WP4-FFOQ-VB14-30	VB14-F-BR_R1	FFOQ	VB14-F-BR	VB14	MASTER_WP4_FFoQSI_1	MASTER_WP4_FFoQSI_1__VB14-F-BR	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	33825	22
