resfinder_code	Sample_ule	Reads_code	Partner	Partner_code	Industry_code	Dataset_ID	UNITN_seq_ID	Industry_type	Industry_type2	Surface	Surface2	rindcore	Room	Ripening.time	Host	Product_type	Total_reads	Contigs	MAGs
Q04.01	WP4-ULEE-Q04-01	Q04-01_R1	ULE	Q04 A1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-01	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	241521	43733	13
Q04.05	WP4-ULEE-Q04-05	Q04-05_R1	ULE	Q04 B1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-05	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	210420	39827	6
Q04.06	WP4-ULEE-Q04-06	Q04-06_R1	ULE	Q04 B2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-06	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	307670	37589	7
Q04.09	WP4-ULEE-Q04-09	Q04-09_R1	ULE	Q04 C1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-09	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Packing	-	Sheep	Semi-cured cheese	393382	29266	9
Q04.10	WP4-ULEE-Q04-10	Q04-10_R1	ULE	Q04 C2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-10	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Packing	-	Sheep	Semi-cured cheese	211416	45524	9
Q04.13	WP4-ULEE-Q04-13	Q04-13_R1	ULE	Q04 A4	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-13	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	227131	80441	21
Q04.20	WP4-ULEE-Q04-20	Q04-20_R1	ULE	Q04 A7	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-20	Cheese_Dairy	Semicured_cheese	Raw_materials	Milk	-	Raw_material	-	Sheep	Semi-cured cheese	1744889	47202	4
Q04.21	WP4-ULEE-Q04-21	Q04-21_R1	ULE	Q04 A5	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-21	Cheese_Dairy	Semicured_cheese	Raw_materials	Whey	-	Raw_material	-	Sheep	Semi-cured cheese	386582	26767	7
Q04.22	WP4-ULEE-Q04-22	Q04-22_R1	ULE	Q04 A6	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-22	Cheese_Dairy	Semicured_cheese	Raw_materials	Brine	-	Raw_material	-	Sheep	Semi-cured cheese	213750	2976	0
Q04.23	WP4-ULEE-Q04-23	Q04-23_R1	ULE	Q04 E1 2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-23	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Sheep	Semi-cured cheese	728965	13135	2
Q04.24	WP4-ULEE-Q04-24	Q04-24_R1	ULE	Q04 E2 2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-24	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Sheep	Semi-cured cheese	876400	12453	5
Q04.25	WP4-ULEE-Q04-25	Q04-25_R1	ULE	Q04 E1 1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-25	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Sheep	Semi-cured cheese	561697	18016	7
Q04.26	WP4-ULEE-Q04-26	Q04-26_R1	ULE	Q04 E2 1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-26	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Sheep	Semi-cured cheese	856422	16908	5
Q04.27	WP4-ULEE-Q04-27	Q04-27_R1	ULE	Q04 F1 2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-27	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	90 days	Sheep	Semi-cured cheese	804522	17933	8
Q04.28	WP4-ULEE-Q04-28	Q04-28_R1	ULE	Q04 F2 2	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-28	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	90 days	Sheep	Semi-cured cheese	1247833	23449	6
Q04.29	WP4-ULEE-Q04-29	Q04-29_R1	ULE	Q04 F1 1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-29	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	90 days	Sheep	Semi-cured cheese	458209	15084	5
Q04.30	WP4-ULEE-Q04-30	Q04-30_R1	ULE	Q04 F2 1	Q04	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q04-30	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	90 days	Sheep	Semi-cured cheese	400693	26414	8
Q05.01	WP4-ULEE-Q05-01	Q05-01_R1	ULE	Q05 A1	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-01	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	328043	99922	19
Q05.05	WP4-ULEE-Q05-05	Q05-05_R1	ULE	Q05 B1	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-05	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	275933	129414	28
Q05.06	WP4-ULEE-Q05-06	Q05-06_R1	ULE	Q05 B2	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-06	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	471335	50139	3
Q05.09	WP4-ULEE-Q05-09	Q05-09_R1	ULE	Q05 C1	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-09	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Packing	-	Sheep	Semi-cured cheese	494333	79263	4
Q05.10	WP4-ULEE-Q05-10	Q05-10_R1	ULE	Q05 C2	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-10	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Packing	-	Sheep	Semi-cured cheese	491463	44995	10
Q05.11A	WP4-ULEE-Q05-11	Q05-11A_R1	ULE	Q05 A2	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-11	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	252455	48828	15
Q05.13	WP4-ULEE-Q05-13	Q05-13_R1	ULE	Q05 A4	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-13	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	401632	149796	6
Q05.20	WP4-ULEE-Q05-20	Q05-20_R1	ULE	Q05 A7	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-20	Cheese_Dairy	Semicured_cheese	Raw_materials	Milk	-	Raw_material	-	Sheep	Semi-cured cheese	2477530	123295	0
Q05.21	WP4-ULEE-Q05-21	Q05-21_R1	ULE	Q05 A5	Q05	AlvarezOrdonezA_xxxx	AlvarezOrdonezA_xxxx__Q05-21	Cheese_Dairy	Semicured_cheese	Raw_materials	Whey	-	Raw_material	-	Sheep	Semi-cured cheese	311849	13844	4
